include?,text_to_proc
,Kwak J. train new technique robotic surgery minimal access surgery  introduction new technique technology accomplish safely efficiently without compromise patient safety outcome standardize curricula simulationbase component training require evolving field minimal access surgery procedural training carry stepbystep manner use proctor mentoring video review live surgery demonstration also essential chapter describe educational training modality new minimal access surgery robotic surgery support establishment optimal training programme ch Korea University Medical Center Training in Minimal Access Surgery Book 0
,Basso M. legobike challenge robotic lab project illustrate rapid prototyping mindstormssimulink integrate platform  lego mindstorm widely spread affordable education robotic platform recently gain native support mathwork simulation environment simulink pro con integrate mindstormssimulink framework actually illustrate complex model base control design project feature selfstabilize bicycle represent proper example rapid prototyping capability platform importance integration discuss take account history result legobase learn activity hold control systems laboratory university florence graduate undergraduate course riley periodicals inc compute apply eng edu view article online wileyonlinelibrarycomjournalcae doi cae ar UniversitÃ  degli Studi di Firenze Computer Applications in Engineering Education Journal 0
,Hood D. child teach robot write autonomous teachable humanoid use simulate handwriting  article present novel robotic partner child teach handwriting system rely learn teach paradigm build interaction stimulate metacognition empathy increase selfesteem child user hypothesis use humanoid robot system could engage unmotivated student could also present opportunity child experience physicallyinduced benefit encounter humanle handwriting interventions motor mimicry leverage simulate handwriting synchronise tablet display nao humanoid robot limit fine motor capability configure suitably embody handwriting partner statistical shape model derive principal component analysis dataset adultwritten letter trajectory allow robot draw purposefully deform letter incorporate feedback user demonstration system able learn optimal parameter appropriate shape model preliminary situ study conduct primary school class obtain insight child use novel system child age successfully engage robot improve writing level satisfy with validation interaction represent significant step towards innovative use robotic address widespread socially meaningful challenge education cp Ecole Polytechnique FÃ©dÃ©rale de Lausanne ACM/IEEE International Conference on Human-Robot Interaction Conference Proceeding 0
,Madhavan R.   humanitarian robotic automation technology challenge humanitarian technology  present information pass humanitarian robotic automation technology challenge ar nan IEEE Robotics and Automation Magazine Journal 0
,"Dos Santos J. gait synthesis hybrid legged robot use reinforcement learning  article concerned gait synthesis problem hybrid robot case fourlegge robot free wheel foot consider multiple criterion assume position leg actuator time describe periodic function parameter determine use learn automata reinforcement learning algorithm analysis robot morphology use group similar leg decrease number actuator function must determine matlabsimulinksimmechanic toolbox use simulate robot gait simulate robot response evaluate reinforcement learn algorithm consider robot frontal speed smoothness robot movement large torque require leg actuator robot energy consumption reinforcement learning algorithm converge good solution apply real robot build use bioloid comprehensive kit educational robot kit manufacture robot response simulate real robot compare show similar cp Instituto Tecnologico de Aeronautica 9th Annual IEEE International Systems Conference, SysCon 2015 - Proceedings Conference Proceeding 0"
,CasaÃ± G. rosbase online robot programming remote education training  run robotic programming network initiative bring exist remote robot laboratorie new dimension add flexibility power writing ros code internet browser run remote robot single click code execute robot server full speed ie without communication delay output process return back build upon robot web tool run work outofthebox rosbase robot simulator paper present core functionality run context webenable ros system possibilitie remote education training experimentation simulator real robot integrate tool noodle environment create programming course make open researcher student httprobotprogrammingujie cp Universidad Jaume I Proceedings - IEEE International Conference on Robotics and Automation Conference Proceeding 0
,"Kumar R. inverse kinematic solution trajectory tracking use artificial neural network scorbot ru  paper present cinematic analysis scorboter u robot arm use multilayere feedforward mff neural network scorboter u of vertical articulate educational robot revolute joint denavithartenberg geometrical method forward cinematic algorithm use generate data train neural network learn forwardinverse mapping enable inverse cinematic solution find algorithm test hardware scorboter u reliable result obtain model simulation do use matlab software cp University of the South Pacific ICARA 2015 - Proceedings of the 2015 6th International Conference on Automation, Robotics and Applications Conference Proceeding 0"
,Gil A. development deployment new robotic toolbox education  paper present new toolbox focusse teach robotic manipulators library work matlab design strengthen theoretical concept explain theory lecture educational approach focusse teach main concept develop math model simulation order toolbox aim fulfillment set practical session allow student test concept introductory course robotic manipulator addition library possess feature typically need usage proprietary software visualization realistic d representation commercial robotic arm program arm industrial language practice include concept direct inverse kinematic inverse direct dynamic path planning robot programming transversal practice session student ask choose integrate new robotic arm library propose particular solution direct inverse cinematic problem well inclusion important parameter library deploy last year bachelor master study receive nice acceptance finally library assess term usefulness design usage mean student survey addition survey design establish relation student perception system time spend tool learning achievement riley periodicals inc compute apply eng edu view article online wileyonlinelibrarycomjournalcae doi cae ar Universidad Miguel Hernandez de Elche Computer Applications in Engineering Education Journal 0
,Krupke D. printable modular robot application rapid prototyping flexible robot design  purpose paper aim present design modular robot printing technology designmethodologyapproach robot consist number autonomous module couple magnetic interfaces module combine print mechanical part widely available standard electronic component include microcontroller single serve actuator mechanical electrical connection provide single set magnet apply physical force module time serve wire power communication finding pmr fullfeature robotic device well integrate simulation framework capable execute common locomotion pattern still extremely affordable approximately module furthermore design easy extend replicate research education group originalityvalue paper explore novel approach connect device complex way utilize simple magnetic part second focus lie concept closely integrate simulation hardware development blurring edge digital physical word ar UniversitÃ¤t Hamburg Industrial Robot Journal 0
,Zhang Y. knowledgebase web platform collaborative physical system modeling simulation  web platform call proteus httpwwwvisualphysicsnetpweb develop team nanyang technological university platform design education academic research free use provide place student educator academic researcher easily create share computer model physical system describe use modelica nonproprietary objectoriente equationbase language physical system modeling come webbase graphical modeling simulation tool call proteusgwt httpwwwvisualphysicsnetproteusgwt proteusgwt webbase use intuitive graphical componentoriented approach model physical system span multiple domain include system contain mechanical hydraulic thermal control electrical electronic electric power processoriente subcomponent synthesizer stateoftheart web technology eg html gwt cloud compute computational method physical system model simulation create compute environment widely deployable scalable google web toolkit gwt development toolkit google building optimize complex webbased application allow developer create maintain complex javascript applications java language proteus allow anyone computer browserenable device able use hence anyone contribute computer model physical system platform platform grow could turn online interactive repository kind physical system model example student may examine complete computer model motorcycle refrigerator burglar alarm robot arm learn work could run simulation modify model create new design share other nothing quite like currently internet riley periodicals inc compute apply eng edu view article online wileyonlinelibrarycomjournalcae doi cae ar Nanyang Technological University Computer Applications in Engineering Education Journal 0
,Pinho T. framework use ros simtwo simulator realistic test mobile robot controller  robotic reliable simulation tool important design test resource performance algorithm evaluate implement real mobile robot virtual environment make possible conduct extensive experiment control scenario without dependence physical platform faster inexpensive way although simulator able represent relevant characteristic present real environment like dynamic shape mass surface friction etc impact simulation realistic noise among factor order guarantee accuracy reliability result paper present ros robot operating system framework simtwo simulator ros opensource library commonly use development robotic application since provide standard service promote largescale integrative robotic research simtwo realistic simulation software suitable test design several type robot simulator conduct realistic navigation procedure since drive system sensor mechanical physical property body precisely model framework present research provide integration rosbase system simtwo simulator therefore framework reduce risk damage expensive robotic platform use development new mobile robot controller well educational purpose cp University of TrÃ¡s-os-Montes and Alto Douro Lecture Notes in Electrical Engineering Book Series 0
,Yu J. motion capability analysis quadrupe robot parallel manipulator  paper present forward inverse displacement analysis quadrupe robot mana parallel manipulator quadruple stance phase use obtain workspace control motion body robot mana design basis structure quadrupe mammal able walk turn uneven terrain also accomplish various manipulating task parallel manipulator quadruple stance phase latter focus paper however purpose leg kinematic primarily analyze lays foundation gait planning term locomotion body kinematic analysis parallel manipulator four foot robot contact ground assume slip foot contact point treat passive spherical joint cinematic model parallel manipulator establish method choose six nonredundant actuate joint parallel manipulator twelve optional joint elaborate inverse forward displacement analysis parallel manipulator carry use method coordinate transformation finally base inverse forward cinematic model two issue obtain reachable workspace parallel manipulator planning motion body implement verified adams simulation ar Beihang University Frontiers of Mechanical Engineering Journal 0
,Mohanty P. new efficient optimal path planner mobile robot base invasive weed optimization algorithm  plan shortestoptimal route essential efficient operation autonomous mobile robot vehicle paper invasive weed optimization two new metaheuristic algorithm implement solve path planning problem mobile robot partially totally unknown environment metaheuristic optimization base colonize property weed first framed objective function satisfy condition obstacle avoidance target seek behavior robot partially completely unknown environment depend upon value objective function weed colony robot avoid obstacle proceed towards destination optimal trajectory generate navigational algorithm robot reach destination effectiveness feasibility robustness propose algorithm demonstrate series simulation experimental result finally find developed path planning algorithm effectively apply kind complex situation ar National Institute of Technology Rourkela Frontiers of Mechanical Engineering Journal 0
,Zakaria N. emulate upper limb disorder therapy education  robotic contribute invention rehabilitation device also enhance quality medical education recent year use patient simulator parttask trainer medical education field bring meaningful improvement train medical practitioner nevertheless context therapy training upper limb disorder trainee therapist still engage directly patient gain experience rehabilitation physical disease work highfidelity parttask trainer able reproduce stiffness spasticity rigidity symptom upper limb observe poststroke patient parkinson disease patient develop base evaluation carry two experienced therapist develop parttask trainer able simulate different patient case help trainee therapist gain preclinical experience safe intuitive learning environment ar Shibaura Institute of Technology International Journal of Advanced Robotic Systems Journal 0
,Arvin F. colias autonomous micro robot swarm robotic application  robotic swarm take inspiration nature become fascinating topic multirobot researcher aim control large number simple robot order solve common complex task due hardware complexity cost robot platforms current research swarm robotic mostly perform simulation software simulation large number robot robotic swarm application extremely complex often inaccurate due poor modelling external condition paper present design lowcost openplatform autonomous microrobot colias robotic swarm application colias employ circular platform diameter cm maximum speed cms enable use swarm scenario quickly large arena longrange infrare module adjustable output power allow robot communicate direct neighbour range cm m colias design complete platform support software development tool robotic education research test individual swarm scenario observe result demonstrate feasibility use microsize mobile robot lowcost platform robot swarm application ar University of Lincoln International Journal of Advanced Robotic Systems Journal 0
,"Lai T. agvbase teach approach experiment mechatronic course  mechatronics multidisciplinary approach design development engineering solution basic course student major machinery rapid development intelligent robotic product technology demand industry rather practical skill theoretical knowledge beihang university propose approach base age experiment combine bilingualism mechatronic education theoretical knowledge matlab simulation age trajectory tracking experiment oral english practical problem solve ability student gradually cultivate process track control experiment deviation path reference practical trajectory tiny confirm control method effective student learn apply knowledge engineering practice teaching approach successful necessary cultivate successful engineer cp Beihang University 2014 IEEE International Conference on Robotics and Biomimetics, IEEE ROBIO 2014 Conference Proceeding 0"
,"Andras Drexler D. symbolic robot simulation software educational purpose  paper presents robot simulation software develop matlab environment mostly educational purpose software work openchain series robot able compute model plan trajectory simulate robot motion accord dynamic order increase visuality software generate virtual model robot several way model calculation implement base denavithartenberg convention differential geometric approach use twist screw trench one main goal provide software tool student make well understand relation robot motion physical property hand software tool assist teacher check handwritten homework robotic course cp Budapest University of Technology and Economics 2009 European Control Conference, ECC 2009 Conference Proceeding 0"
,"Lenskiy A. educational platform learn programming via control mobile robot  paper propose mobile robot platform use robot operating system core aim improve educational experience computer science course comparison education robotic project advantage platform bundle smart engineering solution allow simulate sensor use single camera field camera view cover whole platform capture video process propose computer vision algorithm thus educational task line follower maze exit finder vacuum clean game tag easily implementable moreover robot access via network allow student program test algorithm various location make platform suitable online class cp Korea University of Technology and Education Proceedings of 2014 International Conference on Data and Software Engineering, ICODSE 2014 Conference Proceeding 0"
,"Lara-NiÃ±o C. versatile educational research robotic platform base reconfigurable hardware  paper present development fieldprogrammable gate array pga based platform platform intend community educational efficient prototyping tool digital signal processing robotic control also use develop custom robotic architecture propose platform center around pga device embed offtheshelf phoenix hexapod robot platform equip camera module target real time computer vision academic point view main use develop platform employ didactic resource facilitate understand theoretical concept commonly use engineering course speed development cycle hanson practice set software tool lowlevel driver develop configure vision sensor transfer image tofrom computer manage testing image digital processing control task transparent way validate platform hardware vision architecture locomotion control module create high level control perform softprocessor simulate arduino one micro controller softprocessor take information vision sensor generate control signal generic module able take digital input deliver pulsewidth modulation pm output cp LTI-CINVESTAV 2014 International Conference on Reconfigurable Computing and FPGAs, ReConFig 2014 Conference Proceeding 0"
,Araz M. behavioural representation simulation design concept systematic conceptual design mechatronic system use peri nets  systematic representation design concept important requirement computational support conceptual design stage within process product development behavioural simulation design concept use systematic representation framework behavioural representation base model simulate behaviour design artefact conceptual level perform overall function lead behaviourbase conceptual design behaviourbase conceptual design approach critical mechatronic system since require synergistic integration start initial conceptual design phase present study focus behavioural representation simulation design concept via discrete event system specification formalism peri net contribute systematic conceptual design mechatronic systems paper introduces representation framework behaviourbase conceptual design mechatronic system implementation five select case study among laboratorylevel educational robot addition peri net modelling computer simulation implementation also include physical simulation intend operational behaviour educational robot distribute physical structure call desktop design model paper implementation one case study namely frog robot present detail ar Atilim University International Journal of Production Research Journal 0
,"Nayak S. remote trigger lab robotic architecture design implementation challenge  online education revolutionize new technology capable reach million people ultimate promise education everyone everywhere change trend online laboratory gain popularity due accessibility cost state art infrastructure remote trigger lab infrastructure robotic one online laboratory robotic electromechanical system domain paper discuss lab infrastructure architecture challenge face design implementation deployment along propose implement solution challenge remote trigger lab unique remote trigger electromechanical motion involve addition audiovideo feedback provide user since provide clear idea mechanical motion capability robot novel robot emulator design use bank shaft unique facility remote trigger lab learn simulate complex robot remotely challenge face development lab infrastructure also discuss paper cp nan Proceedings - IEEE 6th International Conference on Technology for Education, T4E 2014 Conference Proceeding 0"
,"Gigliotta O. build serious game artificial life approach two case study  artificial life al study reproduce lifeline phenomenon explore life could artificial system software hardware hybrid challenge scientific perspective produce number programming technique often apply solve concrete problem datum analysis process optimization social simulation etc computer gaming field al technique apply many successfully life product pure entertainment eg tamagotchi creature educational objective eg avidaed however notice albased game share general flavor refer someday biological scenario term represent often sort popularization al experiment design nonscientists paper argue al programming technique basically bioinspire computational algorithm could use develop generic game eg sports adventures business game etc without relation biological perspective describe breedbot learnlead two serious game think could paradigmatic example use al technique different way field could different biological root breedbot sequels bestbot brianfarm develop disseminate coreconcept autonomous robotic learnlead develop teach psychological theory teamwork small medium enterprise breedbot al technique use develop playergame interaction explicitly visible user heshe trainevolve population artificial agent opposite side learlead old style appearance hide al engine case al technique use model game mechanic eg artificial team dynamic avatar behavior game also able play online wwwnacuninaitbestbot wwwuninallit ch UniversitÃ  degli Studi di Napoli Federico II Evolution, Complexity and Artificial Life Book 0"
,Braun S. populate d virtual learning environment interpret student bilingual dialogue support situate learn institutional context  point departure article immersive avatarbase d virtual environment develop european project ivy interpret virtual reality simulate interpret practice whilst environment first d environment dedicate interpretermediate communication research educational contexts suggest environment foster learn ivy d environment offer range virtual location eg business meeting room tourist office doctor surgery serve backdrop practice consecutive dialogue interpreting business public service contexts location populate relevant object robotavatars act speaker present record monologue bilingual dialogue student represent avatar join practise interpreting article focus development bilingual dialogue heart many interpretermediate business public service encounter notoriously difficult obtain educational purpose give interpreter training institution usually need offer bilingual resource comparable difficulty level many language combination ad hoc approach creation material normally rule out approach outline therefore start available corporal spoken language design pedagogical application mind article begin explain dialogue create discusse benefit potential shortcoming approach context interpreter education main point discussion concern level systematicity authenticity achieve corpusbase approach potential d virtual environment increase sense authenticity thus enable student experience essence dialogue interpret simulated environment ar University of Surrey Interpreter and Translator Trainer Journal 0
,"Zodey S. matlab toolbox cinematic analysis simulation dexterous robotic gripper  robot simulator support science robotic long period indispensable tool understand planning design program educational industrial robot soft tool allow user program test application without use real hardware even build since tool allow analysis behaviours performance beforehand soft tool already design develop professional well educational research purpose researcher however majority tool specifically design serial manipulator simulation tool robotic grasping rather limited eg graspit opengrasp syngrasp hence need develop general purpose software package perform different analysis dexterous robotic hand research work new matlab base dexterous robotic gripper toolbox develop gui base simulate environment cinematic analysis additional feature unbuilt library various dexterous gripper robot toolbox capability like hand modeling grasp definition grasp model grasp analysis graphic support representation various commercially available exist dexterous gripper provision flexibility accommodate newly develop hand library toolbox different parameter like denavit hartenberg parameter finger size joint angle etc use kinematic various dexterous gripper form closure analysis special feature include understand actual positioning orientation finger dexterous gripper accord object position library propose toolbox detail definition object make form closure various model dexterous gripper cp National Institute of Technical Teachersâ Training and Research, Bhopal Procedia Engineering Conference Proceeding 0"
,"Hughes C. human surrogate remote presence collaboration education smart city  human surrogate object virtual physical even blend virtual physical act stand human surrogate directly control give specific task carry behalf human context virtual environment surrogate often refer avatar reflect intend represent person context rather carry specific task behalf essence avatar manifestation human inhabit person avatar look like inhabit look like person even personification nonhuman character generally inhabit control critical action verbal nonverbal avatar although specific manifestation avatar may place constraint carry desire behavior research present involve use avatar form human surrogate remote entity employ situation involve interpersonal skill specifically focus use avatar collaborative situation delivery training education especially physical copresence difficult even undesirable contexts difficulty often relate spatial separation human participant undesirability relate need one surrogate present appearance exist context differ one own situation carry dangerous humanly impossible physical task remote avatar may require safety even successful completion smart city human surrogate avatar help make people effective safe better educate facie learn new skill require employment life event cp University of Central Florida EMASC 2014 - Proceedings of the 1st International Workshop on Emerging Multimedia Applications and Services for Smart Cities, Workshop of MM 2014 Conference Proceeding 0"
,Tojo T. hybrid agent tutor model learn system robotic  paper propose hybrid agent tutor model hat simulate robotic enhance learn system education field hardware robot agent real world software agent virtual one define hybrid agent tutor hat perform interactive relationship support learner get efficient educational content base concept configure simple prototype system show flame work accord noble qualia awareness try verify efficiency system learn ar Meiji University Communications in Computer and Information Science Book Series 0
,"Khuong T. tensile strength flexural strength testing acrylonitrile butadiene styrene abs material biomimetic robotic application  biomimetic robot borrow structure sense behavior animal human insect plant biomimetic design design machine robot system engineering domain mimic operational ndor behavioral model biological system nature d printing technology another name rapid prototyping technology currently develop vastly widely apply many field like jewelry footwear industrial design architecture engineering construction automotive aerospace dental medical industry education geographic information system civil engineering gun d printing technology able manufacture complicate sophisticated detail traditional processing method can not manufacture therefore d printing technology see effective tool biomimetic accurately simulate biological structure fuse deposition modeling fd technology typical rapid prototyping main content article focus tensile strength test absacrylonitrile butadiene styrene material use fuse deposition modeling fd technology concretization print up d printer article focus two basic feature tensile strength determination flexural property ar Harbin Engineering University Journal of Biomimetics, Biomaterials and Biomedical Engineering Journal 0"
,Bungau C. new tendency machine tool study base virtual machining software apply university oradea  present paper work show effort research group university oradea introduction educational program level bachelor master phd new method machine tool study method need understand educational stage engineer constructive part machine cnc milling centre axes simultaneous machining complex part program cnc unit use advanced cam software programming robot flexible manufacturing cell etc hand include research activity improvement performance entire flexible cell university oradea laboratory increase technological experience necessary mention uo flexible manufacturing cell base horizontal milling centre tmaal develop effort retrofit university oradea faculty faculty management technological engineering contribution research group entire concept new method base virtual simulation d space function real time component every technological case target component model ratio d space include movement movable part cp Universitatea din Oradea Applied Mechanics and Materials Book Series 0
,"Couceiro M.S. bridge reality gap webot simulator puck robot  highlight set computational technique improve crosscompatibility webot simulator puck present new webot program architecture present thus provide full control real epuck capability successful implementation epuck microphone speaker bluetooth communication fully describe gumstix over com turret integrate within webot framework offering robotrobot wifi communication experiment conduct depict compatibility use virtual real epuck webot framework work present set technique improve crosscompatibility webot simulator educational puck mobile robot work motivate need realistic simulation environment especially design consider unique challenge associated multirobot systems mrs robotrobot interaction ri article start propose new webot program architecture provide full control epuck firmware one easily improve already exist epuck functionality webot well add new functionality require mrs application among range new possible functionality article describe successful implementation microphone speaker bluetooth robotrobot communication due limitation epuck bluetooth module work go even bring insight gumstix over com turret robotrobot communication may achieve use wifi technology outcome provide experiment conduct use virtual real epuck webot framework open new door lowcost multirobot application ar Ingeniarius Ltd;University of Coimbra, Institute of Systems and Robotics Robotics and Autonomous Systems Journal 0"
,LÃµpez-NicolÃ¡s G. active learning robotic base simulation tool  simulation powerful tool important role different area research development education particular simulation tool widely use robotic article present active learning experience base simulation tool framework robotic course teach engineering degree well know field robotic involve many discipline teach high education mechanic electronics computer science context robotic course industrial engineering master degree different topic address benefit use simulation tool additionally benefit active learning activity widely acknowledge discuss main contribution work simulation tool fully integrate projectbased activity design thus one contribution software provide develop clear teaching focus successful teaching experience high academic level thank part simulation tool describe methodology new simulation tool robotscene sgrobot develop projectbased learning activity activity carry successfully several year experience motivate student improve understand theoretical concept involve also present academic result support benefit activity present riley periodicals inc compute apply eng edu view article online wileyonlinelibrarycomjournalcae doi caecae ar Universidad de Zaragoza Computer Applications in Engineering Education Journal 0
,"Zohaib M. address collision avoidance nonholonomic constraint wheeled robot modeling simulation  paper present cinematic model two configuration wheel mobile robot twowheele robot pastor fourwheele robot consider model cinematic equation model matlabsimulink represent position angle mobile robot simulation result illustrate actual trajectory follow soft robot potential use derive cinematic model two fold research well academia model employ test validate advance algorithm relate mobile robot eg collision avoidance pathplanne navigation etc educational environment assist student study behavior nonholonomic constraint robot prior fabrication competition case study demonstrate application develop model present research propose novel collision avoidance algorithm name intelligent bug algorithm iba preliminary comparative result dictate iba outperform report bug algorithm cp University of Central Punjab;COMSATS University Islamabad 2014 International Conference on Robotics and Emerging Allied Technologies in Engineering, iCREATE 2014 - Proceedings Conference Proceeding 0"
,Kasyanik V. lowcost mobile robot education  present paper mobile robot program control use robotic education expect idea evolve visible future general research tool field robotic information necessary robotic student design mobile robot availability component robot module robot construct module combine sensor system give simulator robot program environment appropriate test simulator on also may well possibility give develop student home cp Brest State Technical University Communications in Computer and Information Science Book Series 0
,"Gonzalez F. robotic arm simulator software tool use introductory robotic course  rise popularity robotic modern world increase engineering program resource purchase expensive dedicated robot find need offer basic course robotic common introductory robotic course generally cover fundamental theory robotic include robot kinematic dynamic differential movement trajectory plan basic computer vision algorithm commonly use field robotic nature material almost necessitate use robotic hardware allow student practice implement theory learn class fully understand material necessary student implement algorithm observe result hardware paper introduce software base educational tool design use introductory robotic course software simulate geometry motion kinematic two link robotic arm use student implement algorithm base robot cinematic equation include use inverse cinematic equation use determine joint input base desire location endeffector well trajectory planning study differential movement also include robotic image processing tool help student design robotic vision algorithm tool provide low cost solution situation purchase expensive robotic arm typically need course possible exist equipment allow direct joint programming simply online robotic course cp Florida Gulf Coast University IEEE Global Engineering Education Conference, EDUCON Conference Proceeding 0"
,"Buiu C. design robotic avatar second life tool complement robotic education  paper present consideration new educational approach aim complement traditional robotic education main idea contribution introduce student second life free d social virtual world linen scripting language second life programming language syntax similar c ask design robotic avatar replicate low medium complexity behavior previously see program simulated real robot approach bring flexibility working time definite social dimension add benefit traditional classroom education result survey conduct student take robotic virtual reality course demonstrate validity approach stimulate student learn cp University Politehnica of Bucharest IEEE Global Engineering Education Conference, EDUCON Conference Proceeding 0"
,"Leskov A. distance robotic learn use hybrid simulating test  author examine issue build educational use hybrid simulating test hst robotic manipulator rm hst base hybrid rm model include computer model physical rm model base serial industrial robot hst control remotely hst user possibility remotely select structure parameter mr control simulation systems program solve particular problem cp Bauman Moscow State Technical University Proceedings of 2014 11th International Conference on Remote Engineering and Virtual Instrumentation, REV 2014 Conference Proceeding 0"
,Hashimoto T. android robot say   ar The University of Electro-Communications Journal of Robotics and Mechatronics Journal 0
,South D. dorothy integrate graphical programming robotic stimulate interest computing career  paper describe dorothy novel educational tool enhance alice d programming environment enable bidirectional communication sensor data command robot capable autonomous operation user without programming experience quickly create graphical routine consist one simulated robot virtual world command dictionary socket stream enable realtime translation routine software synchronous asynchronous control sense actuation one mobile robot onboard sense result adaptive behavior realworld multiple execution scenario describe illustrate capability educational tool furthermore paper outline curriculum use tool teach core concept compute concurrent execution realworld sense middle school high school student thus stimulate interest computing cp Texas Tech University ACM International Conference Proceeding Series Conference Proceeding 0
,Rohmer E. rep versatile scalable robot simulation framework  explore planet clean home reach versatility robotic vast integration actuation sense control make robotic system powerful complicates simulation paper introduce versatile scalable yet powerful generalpurpose robot simulation framework call rep paper discusse utility portable flexible simulation framework allow direct incorporation various control technique render simulation simulation model accessible generalpublic reduce simulation model deployment complexity also increase productivity offering builtin readytouse functionality well multitude programming approach allow multitude application include rapid algorithm development system verification rapid prototyping deployment case safetyremote monitor training education hardware control factory automation simulation cp Universidade Estadual de Campinas IEEE International Conference on Intelligent Robots and Systems Conference Proceeding 0
,Bamdad M. analytical dynamic solution flexible cablesuspende manipulator  cablesuspende manipulator use large scale application heavy weight long span cable seem impractical maintain cable assumption small robot large scale manipulator interaction among cable platform actuator fully evaluate couple dynamic analysis structural flexibility cable become pronounce large manipulator paper analytic solution provide solve cable vibration also close form solution adopt improve dynamic response flexibility output provide optimal torque generation subject actuator limitation mechatronic sense finally performance propose algorithm examine simulation ar Shahrood University of Technology Frontiers of Mechanical Engineering Journal 0
,Foell K. multidisciplinary validation study da vince skills simulator educational tool assessment device  despite increase dexterity precision robotic surgery like new surgical technology still associate learn curve impact patient outcome use surgical simulator outside operate room lowstake environment show shorten learning curve present multidisciplinary validation study robotic surgery simulator da vince skills simulator diss trainee attend faculty university toronto department surgery obstetric gynecology obgyn recruited participate validation study participant complete seven different exercise diss camera target peg board peg board ring walk match board thread ring suture sponge use da vince robot dvr complete two standardized skill task ring transfer needle pass participant categorize novice robotic surgeon nrs experience robotic surgeon er base number robotic case perform statistical analysis conduct use independent test nonparametric spearman correlation total participant include study urology obgyn thoracic surgery table participant either prior console experience perform robotic case one perform case five perform robotic surgery diss demonstrate excellent face content validity participant agree useful residency training postgraduate training respectively diss also demonstrate construct validity nrs perform significantly bad ers exercise respect overall score time completion economy motion error table excellent concurrent validity also demonstrate diss score exercise correlate performance two standardized skill task use dvr table multidisciplinary validation study diss provide excellent face content construct concurrent validity evidence support integrate use comprehensive robotic surgery training program educational tool potentially assessment device table diss validation study participant demographic information full size table table dis construct validity evidence full size table table diss concurrent validity evidence full size table ar Saint Michael's Hospital University of Toronto Journal of Robotic Surgery Journal 0
,Wang C. development humanlike neurologic model simulate influence disease neurologic examination training  neurologic examination procedure require abundant knowledge also prominent skill medical education train several method put use watch video reading book make use simulate patient sp on help medical staff especially novices master skill accumulate experience make drawback method lack active interaction limitation multisymptom reproduction etc medical training simulator develop improve training effectiveness however simulator mimic symptom ability show pathology disease limit train effectiveness paper propose elbow robot name waseda kyotokagaku elbow robot no neurologic examination train one part whole body patient robot name wp waseda kyotokagaku patient robot simulate various symptom occur examination elbow force bicep tendon reflex involuntary action also make physiological neurological model simulate pathology nervous system take advantage robot trainee get systematic training skill knowledge finally take set experiment verify propose mechanism system experimental result lead consideration approach worth follow research cp Waseda University Proceedings - IEEE International Conference on Robotics and Automation Conference Proceeding 0
,"Lipinsky A. controller interface signal generator use robotic surgery simulator  robotic assisted surgery offer surgeon increase stability control laparoscopic minimally invasive procedure order fully understand capability advantage robotic assist surgery would valuable mean simulate demonstrate robotic surgery educational purpose one propose system use nintendo wii remote controller part controller interface control robotic arm robotic surgery simulator cp Western New England University Proceedings of the IEEE Annual Northeast Bioengineering Conference, NEBEC Conference Proceeding 0"
,JokiÄ D.Z. development new controller pga puma robot  paper present architecture controller controlling base configuration puma robot three axis develop controller designate student education hardware part base alter cyclone ii pga chip implement de development board software part matlab correspond toolbox matlab instal robotic toolbox use purpose generate trajectory movement calculate inverse kinematic gravity compensation simulation manipulator movement control structure previously devise matlabdsp builder use pga real time toolbox implement pga chip perform experimental result show propose concept controller design satisfy appoint requirement easy simulation programming test controller performance next objective research design improve control algorithms robot design new teachbox cp University of East Sarajevo IFAC Proceedings Volumes (IFAC-PapersOnline) Conference Proceeding 0
