:INCLUDE?,:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL,:FULL_ARTICLE,:NOTES
NO,10.1016/j.jsr.2020.09.002,Safety climate at agricultural cooperatives,"Introduction: This study identifies determinants of safety climate at agricultural cooperatives. Methods: An extensive survey was designed to build upon past research done in collaboration with DuPont (Risch et al., 2014). In 2014 and 2015, the survey was administered to 1930 employees at 14 different agricultural cooperatives with 154 locations. Injury incidence data were also collected from each location to better understand the overall health and safety environment in this sector. An ordered probit model is used to identify variables that are associated with better safety climates. Results: Safety system components such as discipline programs, inspection programs, modified duty programs, off-the-job safety training programs, and recognition programs are positively related to individual safety climate for both managerial employees and nonmanagerial employees. Variables representing an employee's agricultural background, distance between their workplace and childhood home, and formal education are not associated with managerial safety climate. However, agricultural background and childhood home distance are associated with nonmanagerial safety climate. Conclusions: Improving occupational health and safety is a priority for many agricultural cooperatives. Lower safety climate emerges as nonmanagerial employees have more experience with production agriculture and work nearer to their home community. Practical applications: Employees of agricultural cooperatives face a host of health and safety challenges that are likely to persist into the future. The safety system components associated with safety climate indicate that continuous feedback is important for improving occupational health and safety. Occupational health and safety programming should also acknowledge that many employees have experiences that influence their attitudes and behaviors.",ar,2020-12-01,Journal of Safety Research,Agriculture | Occupational health | Safety climate | Safety culture | Safety outcomes,2-s2.0-85095565048,S0022437520301067,33334472,Article,Hanson E.,60032270;60029445,North Dakota State University;University of Minnesota Twin Cities,Fargo;Minneapolis,United States;United States,2,"Hanson, Erik;Boland, Michael",57202002709;7101712903,60032270;60029445,December 2020,224375,29284,,Journal,75,,,150-154,0,,undefined,,0,2020,https://www.sciencedirect.com/science/article/abs/pii/S0022437520301067?via%3Dihub,,Excluido por nada que ver (agriculture)
NO,10.1007/s12652-020-01877-4,Motion path planning of soccer training auxiliary robot based on genetic algorithm in fixed-point rotation environment,"Soccer training assisted robot system is a combination of robotics and artificial intelligence. Motion path planning is an important part of soccer training assisted robot decision system. Path planning aims to find an optimal path, complete dynamic and static obstacle avoidance, and thus can timely and quickly carry out the path planning of the soccer training assisted robot cooperation strategy. Aiming at the problem of soccer training auxiliary robot motion path planning, this paper proposes a global path planning method based on genetic algorithm, which avoids the problem of unsmooth path and large computation. Under the premise of ensuring the completeness of search, this method transforms the soccer training assisted robot path planning problem into the path search problem of the soccer training assisted robot system center. Under the premise of using the fixed-point rotation method on a large scale, the genetic algorithm is adopted for the case of some special narrow-channel environments, and the action area is determined by simple search. Finally, the planning path of each soccer training-assisted robot in the system is obtained. Finally, the simulation results verify the effectiveness of the algorithm.",ar,2020-12-01,Journal of Ambient Intelligence and Humanized Computing,Genetic algorithm | Path planning | Soccer training assisted robot,2-s2.0-85082935296,,,Article,Ding H.,60073587,Henan University of Science and Technology,Luoyang,China,1,"Ding, Hui",57216259856,60073587,December 2020,18685137,19400158593,18685145,Journal,11,12,,6261-6270,0,,undefined,,2,2020,https://link.springer.com/article/10.1007%2Fs12652-020-01877-4,,Excluido por machine learning
NO,10.1007/s10846-020-01240-x,iADA*: Improved Anytime Path Planning and Replanning Algorithm for Autonomous Vehicle,"Path planning of autonomous mobile robots in a real-world environment presents several challenges which are usually not raised in other areas. The real world is inherently complex, uncertain and dynamic. Therefore, accurate models of path planning are difficult to obtain and quickly become outdated. Anytime planners are ideal for this type of problem as they can find an initial solution very quickly and then improve it as time allows. This paper proposes a new anytime incremental search algorithm named improved Anytime Dynamic A*(iADA*). The algorithm is based on the currently popular anytime heuristic search algorithm, which is Anytime Dynamic A*(ADA*). The iADA* algorithm improves the calculation of the path lengths and decreases the calculating frequency of the path throughout the search, making it significantly faster. The algorithm is designed to provide an efficient solution to a complex, dynamic search environment when the locally changes affected. Our study shows that the two-dimensional path-planning iADA* experiments were between 2.0 to 3.7 times faster than ADA*, both in partially known and fully unknown dynamic environments. Additionally, in this paper shows the experiment results of the comparison with other four existing algorithms based on computing time and path lengths. iADA* was an average 2.57 times reduced on the computational time for the environment which locally changes effected. For the path length is little increase, but it is not the worst case. According to the experiments, the more the environmental problems and complexity increases, the more iADA* provides a rapid in-search time and total time to obtain the final solution.",ar,2020-12-01,Journal of Intelligent and Robotic Systems: Theory and Applications,Anytime algorithm | Concurrent path planner | Dynamic environment | Path planning and replanning | Real-time path planner,2-s2.0-85089028908,,,Article,Maw A.A.,60000142,Konkuk University,Seoul,South Korea,3,"Maw, Aye Aye;Tyan, Maxim;Lee, Jae Woo",57200515025;55805366800;57203409283,60000142;60000142;60000142,December 2020,9210296,24360,15730409,Journal,100,3-4,,1005-1013,0,KU,undefined,Konkuk University,4,2020,https://link.springer.com/article/10.1007%2Fs10846-020-01240-x,,Excluido por no educación (path planning)
NO,10.1016/j.asoc.2020.106796,Optimal path planning approach based on Q-learning algorithm for mobile robots,"In fact, optimizing path within short computation time still remains a major challenge for mobile robotics applications. In path planning and obstacles avoidance, Q-Learning (QL) algorithm has been widely used as a computational method of learning through environment interaction. However, less emphasis is placed on path optimization using QL because of its slow and weak convergence toward optimal solutions. Therefore, this paper proposes an Efficient Q-Learning (EQL) algorithm to overcome these limitations and ensure an optimal collision-free path in less possible time. In the QL algorithm, successful learning is closely dependent on the design of an effective reward function and an efficient selection strategy for an optimal action that ensures exploration and exploitation. In this regard, a new reward function is proposed to initialize the Q-table and provide the robot with prior knowledge of the environment, followed by a new efficient selection strategy proposal to accelerate the learning process through search space reduction while ensuring a rapid convergence toward an optimized solution. The main idea is to intensify research at each learning stage, around the straight-line segment linking the current position of the robot to Target (optimal path in terms of length). During the learning process, the proposed strategy favors promising actions that not only lead to an optimized path but also accelerate the convergence of the learning process. The proposed EQL algorithm is first validated using benchmarks from the literature, followed by a comparison with other existing QL-based algorithms. The achieved results showed that the proposed EQL gained good learning proficiency; besides, the training performance is significantly improved compared to the state-of-the-art. Concluded, EQL improves the quality of the paths in terms of length, computation time and robot safety, furthermore outperforms other optimization algorithms.",ar,2020-12-01,Applied Soft Computing Journal,Convergence speed | Efficient Q-Learning | Efficient selection strategy | Path optimization | Training performances,2-s2.0-85093654162,S1568494620307341,,Article,Maoudj A.,60068734,Centre de Développement des Technologies Avancées,Algiers,Algeria,2,"Maoudj, Abderraouf;Hentout, Abdelfetah",56997528500;24721256800,60068734;60068734,December 2020,15684946,18136,,Journal,97,,106796,,0,,undefined,,9,2020,https://www.sciencedirect.com/science/article/abs/pii/S1568494620307341?via%3Dihub,,Excluido por no educación
NO,10.1007/s12532-020-00179-2,OSQP: an operator splitting solver for quadratic programs,"We present a general-purpose solver for convex quadratic programs based on the alternating direction method of multipliers, employing a novel operator splitting technique that requires the solution of a quasi-definite linear system with the same coefficient matrix at almost every iteration. Our algorithm is very robust, placing no requirements on the problem data such as positive definiteness of the objective function or linear independence of the constraint functions. It can be configured to be division-free once an initial matrix factorization is carried out, making it suitable for real-time applications in embedded systems. In addition, our technique is the first operator splitting method for quadratic programs able to reliably detect primal and dual infeasible problems from the algorithm iterates. The method also supports factorization caching and warm starting, making it particularly efficient when solving parametrized problems arising in finance, control, and machine learning. Our open-source C implementation OSQP has a small footprint, is library-free, and has been extensively tested on many problem instances from a wide variety of application areas. It is typically ten times faster than competing interior-point methods, and sometimes much more when factorization caching or warm start is used. OSQP has already shown a large impact with tens of thousands of users both in academia and in large corporations.",ar,2020-12-01,Mathematical Programming Computation,First-order methods | Operator splitting | Optimization | Quadratic programming,2-s2.0-85079823443,,,Article,Stellato B.,60102060;60026851;60025858;60022195;60012708,IMT School for Advanced Studies Lucca;University of Oxford;ETH Zürich;Massachusetts Institute of Technology;Stanford University,"Lucca;Oxford;Zurich ZH,;Cambridge;Palo Alto",Italy;United Kingdom;Switzerland;United States;United States,5,"Stellato, Bartolomeo;Banjac, Goran;Goulart, Paul;Bemporad, Alberto;Boyd, Stephen",57193093038;55027359200;12546129700;7005030586;35509523300,60022195;60025858;60026851;60102060;60012708,1 December 2020,18672949,19400158592,18672957,Journal,12,4,,637-672,1,FP7,607957,Seventh Framework Programme,78,2020,https://link.springer.com/article/10.1007%2Fs12532-020-00179-2,,Excluido por nada que ver
SI,10.1016/j.scico.2020.102534,EUD-MARS: End-user development of model-driven adaptive robotics software systems,"Empowering end-users to program robots is becoming more significant. Introducing software engineering principles into end-user programming could improve the quality of the developed software applications. For example, model-driven development improves technology independence and adaptive systems act upon changes in their context of use. However, end-users need to apply such principles in a non-daunting manner and without incurring a steep learning curve. This paper presents EUD-MARS that aims to provide end-users with a simple approach for developing model-driven adaptive robotics software. End-users include people like hobbyists and students who are not professional programmers but are interested in programming robots. EUD-MARS supports robots like hobby drones and educational humanoids that are available for end-users. It offers a tool for software developers and another one for end-users. We evaluated EUD-MARS from three perspectives. First, we used EUD-MARS to program different types of robots and assessed its visual programming language against existing design principles. Second, we asked software developers to use EUD-MARS to configure robots and obtained their feedback on strengths and points for improvement. Third, we observed how end-users explain and develop EUD-MARS programs, and obtained their feedback mainly on understandability, ease of programming, and desirability. These evaluations yielded positive indications of EUD-MARS.",ar,2020-12-01,Science of Computer Programming,Adaptive | End-user development | Model-driven | Robots | Visual languages and environments,2-s2.0-85089729103,S0167642320301428,,Article,Akiki P.A.,60068771;60012113,"Notre Dame University, Lebanon;The Open University",Zouk Mosbeh;Milton Keynes,Lebanon;United Kingdom,4,"Akiki, Pierre A.;Akiki, Paul A.;Bandara, Arosha K.;Yu, Yijun",50160938400;57195943457;14009565600;35236020500,60068771;60012113;60012113;60012113,1 December 2020,1676423,28416,,Journal,200,,102534,,0,OU,undefined,Open University,2,2020,https://www.sciencedirect.com/science/article/abs/pii/S0167642320301428?via%3Dihub,https://drive.google.com/file/d/1YAHT1-ZNNaSYH8j-DC6L04MbJ6XM5l63/view?usp=sharing,"Revisar porque parece que se enfocan en end-user programming pero no en educación

Si bien están principalmente enfocados en end-users igual mencionan su utilidad en educación así que yo creo que entra.

Además es interesante el model-driven development approach. No sé cuántos otros habrá en esta categoría..."
NO,10.3390/electronics9122090,What’s in the box: Design of an open didactic robot environment,"We present a realization of a didactic robot environment for robot PUMA 560 for educational and research purposes. Robot PUMA 560 is probably the mathematically best-described robot, and therefore it is frequently used for research and educational purposes. A developed control environment consists of a robot controller and teach pendant. The advantage of using a personally developed solution is its open structure, which allows various tests and measurements to be performed, and that is highly convenient for educational and research purposes. The motivation behind the design of this personal didactic robot control environment arose from a survey for students after the first Summer School on Mechatronic Systems. The student questionnaire revealed severe discrepancies between theory and practice in education. Even though the primary purpose of the new control environment for robot PUMA 560 was research, it was established that it is a viable lab resource that allows for the connection between theoretical and industrial robotics. It was used for the duration of four Summer Schools and university courses. Since then, it has been fully integrated into International Burch University’s Electrical and Electronics Engineering curriculum through several courses on the bachelor and master levels for multidisciplinary problem-based learning (PBL) projects.",ar,2020-12-01,Electronics (Switzerland),Educational robots | FPGA computing core | Robot programming,2-s2.0-85097510613,,,Article,Jokić D.,60187510;60122081;60068801;60011149,University of East Sarajevo;International Burch University;University of Novi Sad;Trinity College Dublin,East Sarajevo;Sarajevo;21000 Novi Sad;Dublin,Bosnia and Herzegovina;Bosnia and Herzegovina;Serbia;Ireland,6,"Jokić, Dejan;Lubura, Slobodan;Ristović, Milica;Stankovski, Stevan;Rajs, Vladimir;Šiljak, Harun",55602129400;55027477500;55603449100;24605510200;55338286100;37097991800,60122081;60187510;60187510;60068801;60068801;60011149,December 2020,,21100829272,20799292,Journal,9,12,2090,1-14,1,MPNTR,undefined,"Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja",3,2020,https://www.mdpi.com/2079-9292/9/12/2090,https://drive.google.com/file/d/11WD4MZ4uqiuWgjh9R44QKs5j6jnJy6Oj/view?usp=sharing,"Revisar porque no sé si mencionan una herramietna de programación concreta para robots

Excluido por no robótica educativa (enseñan robótica industrial)"
NO,10.6041/j.issn.1000-1298.2020.12.002,Trajectory Planning Method for Apple Picking Manipulator Based on Stepwise Migration Strategy,"Picking trajectory planning is one of the important research aspects of apple picking manipulator. The unstructured natural environment leads to low training efficiency for picking trajectory planning based on deep reinforcement learning. A deep deterministic policy gradient algorithm (DDPG) based on a stepwise migration strategy was proposed for apple picking trajectory planning. Firstly, a progressive spatially constrained stepwise training strategy based on DDPG was put forward to solve the problem of hard converging in natural environments. Secondly, the transfer learning idea was utilized to migrate the strategies obtained from the obstacle-free scenario to the simple obstacle scenario, from the simple obstacle scenario to the hybrid obstacle scenario, to accelerate the training process in an obstacle scenario from prior strategies and guide the obstacle avoidance trajectory planning of the apple picking manipulator. Finally, the simulation experiments on the multi-degree-of-freedom apple picking manipulator for picking trajectory planning were carried out, and the results showed that the stepwise migration strategy can improve the training efficiency and network performance of the DDPG algorithm. It was validated that the trajectory planning method for apple picking manipulator based on stepwise migration strategy was feasible.",ar,2020-12-25,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,Apple | Deep deterministic policy gradient algorithm | Migration learning | Picking manipulator | Trajectory planning,2-s2.0-85099357270,,,Article,Zheng C.,60015574;60006782,"The University of Tennessee, Knoxville;Beijing Forestry University",Knoxville;Beijing,United States;China,5,"Zheng, Change;Gao, Po;Gan, Hao;Tian, Ye;Zhao, Yandong",57220940755;57202359704;57201637937;57214785442;36601626800,60006782;60006782;60015574;60006782;60006782,25 December 2020,10001298,59863,,Journal,51,12,,15-23,0,,undefined,,2,2020,http://www.j-csam.org/jcsam/ch/reader/view_abstract.aspx?file_no=20201202,,Excluido por no robótica educativa
NO,10.1109/TASE.2021.3128639,A Self-Supervised Learning-Based 6-DOF Grasp Planning Method for Manipulator,"To realize a robust robotic grasping system for unknown objects in an unstructured environment, large amounts of grasp data and 3D model data for the object are required; the sizes of these data directly affect the rate of successful grasps. To reduce the time cost of data acquisition and labeling and increase the rate of successful grasps, we developed a self-supervised learning mechanism to control grasp tasks performed by manipulators. First, a manipulator automatically collects the point cloud for the objects from multiple perspectives to increase the efficiency of data acquisition. The complete point cloud for the objects is obtained using the hand-eye vision of the manipulator and the truncated signed distance function algorithm. Then, the point cloud data for the objects are used to generate a series of six-degrees-of-freedom grasp poses, and the force-closure decision algorithm is used to add the grasp quality label to each grasp pose to realize the automatic labeling of grasp data. Finally, the point cloud in the gripper closing area corresponding to each grasp pose is obtained and used to train the grasp-quality classification model for the manipulator. The results of performing actual grasping experiments demonstrate that the proposed self-supervised learning method can increase the rate of successful grasps for the manipulator.",ar,2021-01-01,IEEE Transactions on Automation Science and Engineering,3D reconstruction. | Data models | grasp planning | Grasping | Manipulator | Manipulators | Planning | Point cloud compression | self-supervised learning | Solid modeling | Three-dimensional displays,2-s2.0-85118717367,,,Article,Peng G.,60031003;60025761;60005244,CQUniversity Australia;Huazhong University of Science and Technology;Southeast University,Rockhampton;Wuhan;Nanjing,Australia;China;China,5,"Peng, Gang;Ren, Zhenyu;Wang, Hao;Li, Xinde;Khyam, Mohammad Omar",7201806213;57222182578;57222189283;14034295300;55795445900,60025761;60025761;60025761;60005244;60031003,2021,15455955,17340,15583783,Journal,,,,,1,,undefined,,0,2021,https://doi.org/10.1109/TASE.2021.3128639,,Excluido por no robótica educativa
NO,10.1109/TRO.2021.3109414,LAMP: Learning a Motion Policy to Repeatedly Navigate in an Uncertain Environment,"Mobile robots are often tasked with repeatedly navigating through an environment whose traversability changes over time. These changes may exhibit some hidden structure, which can be learned. Many studies consider reactive algorithms for online planning, however, these algorithms do not take advantage of the past executions of the navigation task for future tasks. In this article, we formalize the problem of minimizing the total expected cost to perform multiple start-to-goal navigation tasks on a roadmap by introducing the learned reactive planning problem. We propose a method that captures information from past executions to learn a motion policy to handle obstacles that the robot has seen before. We propose the LAMP framework, which integrates the generated motion policy with an existing navigation stack. Finally, an extensive set of experiments in simulated and real-world environments show that the proposed method outperforms the state-of-the-art algorithms by 10&#x0025; to 40&#x0025; in terms of expected time to travel from start to goal. We also evaluate the robustness of the proposed method in the presence of localization and mapping errors on a real robot.",ar,2021-01-01,IEEE Transactions on Robotics,Active sensing | Costs | Heuristic algorithms | learning and adaptive systems | Merging | motion and path planning | Navigation | Planning | reactive and sensor-based planning | Robot sensing systems | Task analysis,2-s2.0-85115665181,,,Article,Tsang F.,60014171,University of Waterloo,Waterloo,Canada,5,"Tsang, Florence;Walker, Tristan;MacDonald, Ryan;Sadeghi, Armin;Smith, Stephen L.",57210795627;57221695985;57197842005;57212402979;55574212853,60014171;60014171;60014171;60014171;60014171,2021,15523098,95101,19410468,Journal,,,,,0,,undefined,,0,2021,https://ieeexplore.ieee.org/document/9543610,,Excluido por no educación
NO,10.3233/THC-202527,Robot-assisted feeding: A technical application that combines learning from demonstration and visual interaction,"The traditional meal assistance robots use human-computer interaction such as buttons, voice, and EEG. However, most of them rely on excellent programming technology for development, in parallelism with exhibiting inconvenient interaction or unsatisfactory recognition rates in most cases. OBJECTIVE: To develop a convenient human-computer interaction mode with a high recognition rate, which allows users to make the robot show excellent adaptability in the new environment without programming ability. METHODS: A visual interaction method based on deep learning was used to develop the feeding robot: when the camera detects that the user's mouth is open for 2 seconds, the feeding command is turned on, and the feeding is temporarily conducted when the eyes are closed for 2 seconds. A programming method of learning from the demonstration, which is simple and has strong adaptability to different environments, was employed to generate a feeding trajectory. RESULTS: The user is able to eat independently through convenient visual interaction, and it only requires the caregiver to drag and teach the robotic arm once in the face of a new eating environment.",ar,2021-01-01,Technology and Health Care,assistive technologies | learning from demonstration | Meal assistance robots | robotics | visual interaction,2-s2.0-85100318273,,33074204,Article,Liu F.,60008691;117636736;115031611,University of Shanghai for Science and Technology;Shanghai Engineering Research Center of Assistive Devices;Ministry of Civil Affairs,Shanghai;Shanghai;Shanghai,China;China;China,3,"Liu, Fei;Xu, Peng;Yu, Hongliu",57218331540;57221816327;57223021211,60008691-117636736;60008691-117636736;60008691-117636736-115031611,2021,9287329,19644,,Journal,29,1,,187-192,0,,16PJC063,,0,2021,https://content.iospress.com/articles/technology-and-health-care/thc202527,,Excluido por tratarse del desarrollo de un robot que aprende para cuidado de personas (NO EDUCACIÓN)
NO,10.1002/cae.22464,Model-based automatic grading of object-oriented programming assignments,"Automatic grading of object-oriented programming (OOP) assignments is an important problem from practical, theoretical, and educational viewpoints. Apart from computing a specific grade, an effective grading method needs to provide systematic feedback comments to both the design and code elements. Existing works have proposed grading methods that make various assumptions about the design. However, none of these methods have considered using a design language for the program model. A challenge here is to use a language that eases learning and application in program design. In this paper, we propose a novel grading method, named OOPGRADER, which automatically grades OOP assignments constructed based on an essentially detailed program model. This model is defined in an embedded design language, which directly uses the annotation feature of OOP language to express the essential design rules. We explain how programming assignments can be designed with this language and propose a program checker and a grader for both student and teacher to use in working on the assignments and in grading them. We implement these components in a tool and develop an Eclipse plugin for this tool. We evaluate our method using a combination of qualitative and quantitative techniques. The main result is that our method helps students effectively learn to program through detailed feedback comments based on a program model. The tool is adaptable, has a good performance, and helps enhance the productivity of both students and teachers through IDE integration.",ar,2021-01-01,Computer Applications in Engineering Education,annotation-based modeling language | engineering education | object-oriented programming | programming assignment grading,2-s2.0-85116382507,,,Article,Le D.M.,60117455,FPT University,Hanoi,Viet Nam,1,"Le, Duc Minh",56417239700,60117455,2021,10613773,18156,10990542,Journal,,,,,0,,undefined,,0,2021,https://onlinelibrary.wiley.com/doi/10.1002/cae.22464,,Exluido por nada que ver
SI,10.1109/TE.2021.3066891,Halloween Educational Robotics,"Today’s society is facing new challenges and opportunities that demand professional profiles specialized in problem solving, with the ability to innovate and exploit the possibilities offered by information and communication technologies (ICTs). Far from being a novelty, the term STEM was coined in the mid-1990s. From then until now, there are a multitude of initiatives focusing on working STEM education with students. In recent years, the use of the arts as an enhancer of the educational experience has been incorporated into STEM education. There has also been a focus on involving the student in the educational process. Despite this, few experiences have been detected in which parents are involved in the educational process. Throughout this work, it is shown the pilot experience which has been developed to motivate parents to be part of the learning process in science, technology, engineering, art, and mathematics (STEAM) subjects.",ar,2021-01-01,IEEE Transactions on Education,,2-s2.0-85103759359,,,Article,Menacho A.,,Universidad Nacional de Educacion a Distancia,Madrid,Spain,,,,,2021,189359,17344,15579638,Journal,,,,,0,,,,0,2021,https://ieeexplore.ieee.org/document/9390372,https://drive.google.com/file/d/1cCvcnDnjkAjW0XCTyBZpGjVxNQYJCmtY/view?usp=sharing,
SI,10.15388/infedu.2021.22,Designing Informatics Curriculum for K-12 Education: From Concepts to Implementations,"Computing as a  discipline has common roots with mathematics and written languages, and computing as a  way of thinking and handling has been integral to human culture since ever. This is not only a  reasonable argument for convincing society to consider informatics as one of the very fundamental pillars of education, but it also puts the potential contributions of teaching informatics in schools into the correct perspective in the context of science and humanities. Many European countries are switching from teaching information technologies to informatics education during the current second decade of this century. Informatics curriculum is becoming a  central part of school education. We explain and design a  way of developing informatics curriculum that offer the critical competences new generations need to survive and thrive in todays’ knowledge society and will allow them to contribute to the future development of society. These competences also strongly support the development of their intellectual potential and creativity. Our design of informatics curriculum takes into account the interaction with other scientific disciplines as well with the subject didactics, pedagogy and psychology. The starting point is merging constructionism and critical thinking. Constructionism with its “learning by doing” and “learning by getting things to work” enables designing a  teaching process in which students acquire knowledge by creating products, analysing the properties and the functionality of their own products, and finally derive motivation to improve these products. Critical thinking asks us not to teach products of science and technology and their application, but to teach the creative process of their development. To implement this approach, we use the historical method allowing the students to learn by productive failures in the process of searching for a  solution. To organize the process of learning and make the different steps available to the appropriate age groups we take into account the cognitive dimensions of the revised taxonomy of Bloom. To illustrate how the combination of all these concepts works we present a  detailed curriculum for algorithm design, programming, robotics, and communication in networks.",ar,2021-01-01,Informatics in Education,Bloom’s taxonomy | computational thinking | computer science | computing education | digital competences | informatics | informatics concepts | informatics curriculum | informatics education,2-s2.0-85115615061,,,Article,Dagienė V.,60059987;60025858,Vilniaus Universitetas;ETH Zürich,"Vilnius;Zurich ZH,",Lithuania;Switzerland,3,"Dagienė, Valentina;Hromkovič, Juraj;Lacher, Regula",9638194400;7006735215;57198516161,60059987;60025858;60025858,2021,16485831,4100151705,,Journal,20,3,,333-360,1,UEF,undefined,Itä-Suomen Yliopisto,0,2021,https://infedu.vu.lt/journal/INFEDU/article/702/info,https://drive.google.com/file/d/1KEFFZUxI5Y7uTq5s3Xp9pMJAIg7ceYIb/view?usp=sharing,
NO,10.1109/TPAMI.2021.3088063,Batch Reinforcement Learning with a Nonparametric Off-Policy Policy Gradient,"Off-policy Reinforcement Learning (RL) holds the promise of better data efficiency as it allows sample reuse and potentially enables safe interaction with the environment. Current off-policy policy gradient methods either suffer from high bias or high variance, delivering often unreliable estimates. The price of inefficiency becomes evident in real-world scenarios such as interaction-driven robot learning, where the success of RL has been rather limited, and a very high sample cost hinders straightforward application. In this paper, we propose a nonparametric Bellman equation, which can be solved in closed form. The solution is differentiable w.r.t the policy parameters and gives access to an estimation of the policy gradient. In this way, we avoid the high variance of importance sampling approaches, and the high bias of semi-gradient methods. We empirically analyze the quality of our gradient estimate against state-of-the-art methods, and we show that it outperforms the baselines in terms of sample efficiency on classical control tasks.",ar,2021-01-01,IEEE Transactions on Pattern Analysis and Machine Intelligence,Closed-form solutions | Estimation | Kernel | Mathematical model | Monte Carlo methods | Nonparametric Estimation | Policy Gradient | Reinforcement Leanring | Reinforcement learning | Task analysis,2-s2.0-85111071624,,,Article,Tosatto S.,60030835;60011226,University of Alberta;Technische Universität Darmstadt,Edmonton;Darmstadt,Canada;Germany,3,"Tosatto, Samuele;Carvalho, Joao;Peters, Jan",57201356929;57219633645;35248912800,60030835;60011226;60011226,2021,1628828,24254,19393539,Journal,,,,,0,,undefined,,0,2021,https://ieeexplore.ieee.org/document/9449972,,Excluido por machine leraning
SI,10.1016/j.ijcci.2021.100388,Exploring the development of mental rotation and computational skills in elementary students through educational robotics,"Interest in educational robotics has increased over the last decade. Through various approaches, robots are being used in the teaching and learning of different subjects at distinct education levels. The present study investigates the effects of an educational robotic intervention on the mental rotation and computational thinking assessment in a 3rd grade classroom. To this end, we carried out a quasi-experimental study involving 24 third-grade students. From an embodied approach, we have designed a two-hour intervention providing students with a physical environment to perform tangible programming on Bee-bot. The results revealed that this educational robotic proposal aimed at map-reading tasks leads to statistically significant gains in computational thinking. Moreover, students who followed the Bee-bot-based intervention achieved greater CT level compared to students following a traditional instruction approach, after controlling student's prior level. No conclusive results were found in relation to mental rotation.",ar,2021-01-01,International Journal of Child-Computer Interaction,Bee-bot | Computational thinking | Educational robotics | Elementary education | Mental rotation | Tangible user interface,2-s2.0-85114673783,S2212868921000854,,Article,Diago P.D.,60002644;60000823,Universitat de València;Universidad de Castilla-La Mancha,Valencia;Ciudad Real,Spain;Spain,3,"Diago, Pascual D.;González-Calero, José A.;Yáñez, Dionisio F.",36631666400;55255201500;54891906000,60002644;60000823;60002644,2021,22128689,21100228541,,Journal,,,100388,,0,MINECO,MTM2017-83942-P,Ministerio de Economía y Competitividad,0,2021,https://www.sciencedirect.com/science/article/abs/pii/S2212868921000854?via%3Dihub,https://drive.google.com/file/d/1gyfhcqPfRUE_6cOpMZSzfPBvtJEwVsa3/view?usp=sharing,
NO,10.1080/10494820.2021.2019058,"Teacher development in robot and IoT knowledge, skills, and attitudes with the use of the TPACK-based Support-Stimulate-Seek approach","In-service teachers’ professional development regarding technology adoption in education is often focused on only one specific technology. To maximize the utilization of technologies, teachers need to be able to leverage different technologies seamlessly. Technological Pedagogical Content Knowledge (TPACK) is one of the most important frameworks depicting teachers’ competences for effectively teaching with technology. The TPACK Support-Stimulate-Seek model (3S-TPACK) was used to design training programs with learning activities using robots, IoT-based sensors, actuators, tablets, and computer programming tools. The results show that the training programs designed by adapting the 3S-TPACK model not only can improve the teachers’ learning outcomes but also can support positive attitudes toward adopting robots and IoT technologies in the teaching and learning process.",ar,2021-01-01,Interactive Learning Environments,21st century abilities | interdisciplinary projects | Teacher education | teacher professional development | technological pedagogical content knowledge | technology in education,2-s2.0-85122250348,,,Article,Hu C.C.,60022637;60014261;60008504,National Taiwan Normal University;National Yunlin University of Science and Technology;Tatung University,Taipei;Douliou;Taipei,Taiwan;Taiwan;Taiwan,3,"Hu, Chih Chien;Yeh, Hui Chin;Chen, Nian Shing",8731048600;24315106300;57396602400,60008504;60014261;60022637,2021,10494820,145681,17445191,Journal,,,,,0,,undefined,,0,2021,https://www.tandfonline.com/doi/abs/10.1080/10494820.2021.2019058?journalCode=nile20,,"Excluido por no poder conseguir el paper.
Estaba en la duda pero igual creo que no va"
