doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title
10.1016/j.robot.2018.11.017,ar,Allen R.E.,Lincoln Laboratory,Robotics and Autonomous Systems,Journal,0,0,highlight fullstack framework path planning obstacle avoidance agile robot demonstrate quadrotor capable dodge fence blade fly indoor fusion samplingbase planning machine learn reactive control objective paper present fullstack realtime motion planning framework kinodynamic robot show apply demonstrate physical quadrotor system operate laboratory environment propose framework utilize offlineonline computation paradigm neighborhood classification machine learn samplingbase motion plan optimal cost distance metric trajectory smooth achieve realtime plan aerial vehicle framework account dynamic obstacle eventbase replanne structure locally reactive control layer minimize replanne event approach demonstrate quadrotor navigate move obstacle indoor space stand arguably one first demonstration fullonline kinodynamic motion planning execution cycle hz hz quadrotor simplify dynamics model use planning phase accelerate online computation trajectory smooth phase beverage differentially flat nature quadrotor dynamic implement guarantee dynamically feasible trajectory ,realtime framework kinodynamic planning dynamic environment application quadrotor obstacle avoidance 
10.1016/j.robot.2019.02.013,ar,Low E.S.,Universiti Tun Hussein Onn Malaysia,Robotics and Autonomous Systems,Journal,0,0,highlight propose improve learn solve path planning mobile robot flower pollination algorithm use initialize table prior implementation learn effectiveness test solve optimal path different test case performance comparison classical learning modify learning make propose model show improvement term computational time other learn type reinforcement learning gain increase popularity autonomous mobile robot path plan recently due selflearne ability without require priori model environment yet despite advantage learning exhibit slow convergence optimal solution order address limitation concept partially guide learning introduce wherein flower pollination algorithm fa utilize improve initialization learn experimental evaluation propose improve learning challenging environment different layout obstacle show convergence learn accelerate value initialize appropriately use fa additionally effectiveness propose algorithm validate realworld experiment use threewheele mobile robot ,solve optimal path planning mobile robot use improve learning 
10.1109/TPDS.2018.2879950,ar,Dass J.,Texas A&amp;M University,IEEE Transactions on Parallel and Distributed Systems,Journal,0,0,support vector machine sv widely use supervise learning model solve classification problem machine learning training sum large dataset extremely challenging task due excessive storage computational requirement tackle socalled big datum problem one need design scalable distribute algorithms parallelize model training develop efficient implementation algorithm paper propose distribute algorithm sv training scalable communicationefficient algorithm use compact representation kernel matrix base qr decomposition lowrank approximation reduce computation storage requirement train stage accompany considerable reduction communication require distribute implementation algorithm experiment benchmark data set five million sample demonstrate negligible communication overhead scalability core execution time vast improvement widely use package furthermore propose algorithm linear time complexity respect number sample make ideal sv training decentralize environment smart embed system edgebase internet thing iot ,fast communicationefficient algorithm distribute support vector machine training 
10.1109/TMECH.2019.2899365,ar,Wang Z.,Nanjing University;The University of Hong Kong,IEEE/ASME Transactions on Mechatronics,Journal,0,0,paper novel incremental learn algorithm present reinforcement learning rl dynamic environment reward stateaction pair may change time propose incremental rl irl algorithm learn dynamic environment without make assumption prior knowledge everchange environment first irl generate detectoragent detect change part environment drift environment execute virtual rl process agent give priority drift environment neighbor environment iteratively update stateaction value function use new reward dynamic programming prioritize sweeping process irl restart canonical learning process obtain new optimal policy adapt new environment novelty irl fuse new information exist knowledge system incrementally well weaken conflict irl algorithm compare two direct approach various stateoftheart transfer learning method classical maze navigation problem intelligent warehouse multiple robot experimental result verify irl effectively improve adaptability efficiency rl algorithm dynamic environment ,incremental reinforcement learn prioritize sweeping dynamic environment 
10.1007/s13748-018-00168-6,ar,Jiang J.,Zhengzhou University,Progress in Artificial Intelligence,Journal,0,0,paper propose improve learn algorithm path planning mobile robot freespace environment exist learning method path planning focus mesh route environment therefore new method must develop freespace environment robot move continuously freespace environment construct fuzzified state variable divide continuous space avoid curse dimensionality state variable include distance target point obstacle head robot base define state variable propose integrate learning strategy basis space allocation accelerate convergence learn process simulation experiment show path plan mobile robot realize quickly probability obstacle collision reduce result experiment also demonstrate considerable advantage propose learn algorithm compare two commonly use method ,path planning mobile robot freespace environment use learn 
10.1109/LRA.2019.2897342,ar,Wilde N.,University of Waterloo,IEEE Robotics and Automation Letters,Journal,0,0,specify complex task behavior ensure good robot performance may difficult untrained user study framework user specify rule acceptable behavior share environment industrial facility nonexpert user may little intuition specification impact robot performance design learning system interact user find optimal solution use active preference learn iteratively show alternative path robot could take interface user feedback rank alternative learn weight user place part specification extend user model previous work discrete bayesian learning model introduce greedy algorithm propose alternative operate notion equivalence region user weight prove use algorithm revision active learning process converge useroptimal path use simulation perform realistic industrial environment demonstrate convergence robustness approach ,bayesian active learning collaborative task specification use equivalence region 
10.1109/LRA.2019.2893975,ar,Banzhaf H.,Robert Bosch GmbH,IEEE Robotics and Automation Letters,Journal,0,0,pathological hand tremor put among common movement symptom several neurological disorder include parkinson disease essential tremor extract put paramount importance several engineer clinical application assistive robotic rehabilitation technology system put model input noise system thus surge interest estimation compensation noise although various work literature attempt estimate extract put letter first argue ground truth signal use exist work optimize performance tremor extraction technique accurate enough thus performance measure prior technique perfectly reliable addition exist tremor extraction technique impose unrealistic assumption typically violate practical setting letter propose novel technique first time incorporate deep bidirectional recurrent neural network processing tool put extraction moreover devise intuitively pleasing training strategy enable network perform online estimation also online prediction voluntary hand motion myopic fashion currently significantly important unset need rehabilitative assistive robotic technology design patient pathological tremor ,learn predict egovehicle pose samplingbase nonholonomic motion planning 
10.1109/LRA.2019.2899434,ar,MagaÃ±a O.,Istituto Italiano di Tecnologia,IEEE Robotics and Automation Letters,Journal,0,0,legged robot outperform wheeled machine navigation task across unknown rough terrain task visual feedback fundamental asset provide robot terrain awareness however robust dynamic locomotion difficult terrain realtime performance guarantee remain challenge present realtime dynamic foothold adaptation strategy base visual feedback method adjust land position foot fully reactive manner use onboard computer sensor correction compute execute continuously along swing phase trajectory leg efficiently adapt landing position implement selfsupervise foothold classifier base convolutional neural network method result time fast computation respect fullblown heuristic goal react visual stimuli environment bridge gap blind reactive locomotion purely visionbase planning strategy assess performance method dynamic quadrupe robot hq execute static dynamic gain speed ms simulate real scenario benefit safe foothold adaptation clearly demonstrate overall robot behavior ,fast continuous foothold adaptation dynamic locomotion inns 
10.1109/LRA.2019.2898035,ar,Perico C.A.V.,KU Leuven,IEEE Robotics and Automation Letters,Journal,0,0,letter combine combine imitation learn approach modelbase constraintbase task specification control methodology imitation learning provide intuitive way end user specify context new robot application without need traditional programming skill hand constraintbase robot programming allow define complex task involve different kind sensor input combination enable adaptation complex task new environment new object small number demonstration propose method use statistical unimodal model describe demonstration term number weight basis function combine modelbase description aspect task hand approach test use case inspire industrial application require transfer motion learn small number demonstration gradually improve add new demonstration information collisionfree path introduce small number demonstration method show high level composability force vision control task use case show deployment complex constraintbase task sensor interaction expedite use imitation learn ,combine imitation learn constraintbase task specification control 
10.1109/LRA.2019.2899918,ar,Chiang H.T.L.,Google LLC,IEEE Robotics and Automation Letters,Journal,0,0,learn endtoend pointtopoint pathfollowe navigation behavior avoid move obstacle policy receive noisy liar observation output robot linear angular velocities policy train small static environment autor evolutionary automation layer around reinforcement learning rl search deep rl reward neural network architecture largescale hyperparameter optimization autor first find reward maximize task completion find neural network architecture maximize cumulative find reward empirical evaluation simulation onrobot show autor policy suffer catastrophic forgetfulness plague many deep reinforcement learning algorithm generalize new environment move obstacle robust sensor actuator localization noise serve robust building block large navigation task pathfollowe pointtopoint policy respectively successful comparison method across new environment ,learn navigation behavior endtoend autor 
10.1109/TASE.2018.2840345,ar,Wang W.,Clemson University,IEEE Transactions on Automation Science and Engineering,Journal,0,0,collaborative robots widely employ strict hybrid assembly task involve intelligent manufacturing paper develop teachinglearningcollaboration tlc model collaborative robot learn human demonstration assist human partner share working situation human could program robot use natural language instruction accord high personal working preference via approach afterward robot learn human assembly demonstration take advantage maximum entropy inverse reinforcement learning algorithm update taskbase knowledge use optimal assembly strategy collaboration process robot able leverage learn knowledge actively assist human collaborative assembly task experimental result analysis demonstrate propose approach present considerable robustness applicability humanrobot collaborative task note practitionersthis paper motivated humanrobot collaborative assembly problem context advanced manufacturing collaborative robotic make huge shift traditional robotinacage model robot interact people open work environment human work robot share workspace significant lessen human programming effort improve humanrobot collaboration efficiency task update develop tlc model robot learn human demonstration assist human partner collaborative task task change human may code robot via natural language instruction accord high personal working preference robot learn human assembly demonstration update taskbase knowledge leverage robot actively assist human accomplish collaborative task demonstrate advantage propose approach via set experiment rea show ,facilitate humanrobot collaborative task teachinglearningcollaboration human demonstration 
10.1007/s12532-018-0139-4,ar,Andersson J.A.E.,University of Wisconsin-Madison,Mathematical Programming Computation,Journal,0,0,present casadi opensource software framework numerical optimization casadi generalpurpose tool use model solve optimization problem large degree flexibility large associated popular algebraic model language amp game jump promo special interest problem constrain differential equation ie optimal control problem casadi write selfcontaine c conveniently use via fullfeatured interfaces python matlab octave since inception late use successfully academic teaching well application multiple field include process control robotic aerospace article give uptodate accessible introduction casadi framework undergo numerous design improvement last year ,casadi software framework nonlinear optimization optimal control 
10.1049/trit.2018.1062,ar,Raessa M.,Osaka University,CAAI Transactions on Intelligence Technology,Journal,0,0,study present straightforward method teach robot use tool teaching robot crucial quickly deploy reconfiguring robot nextgeneration factories conventional method require thirdparty system like wearable device complicate vision system capture analyse map human grass motion tool pose robot system assume lot experience user unlike conventional method study involve learn human motion skill instead learn object goal pose human user whilst employs regrasp planning generate robot motion method suitable robot learn usage electric tool operate simply switch off propose method validate use dualarm robot handmounte camera several tool experimental result show propose method robust feasible simple teach robot find collisionfree kinodynamic feasible grasp sequence motion trajectory goal pose reachable method allow robot automatically choose placement handover consider surround environment intermediate state change pose tool use tool follow human demonstration ,teach robot use electric tool regrasp plan 
10.3390/s19051016,ar,Viseras A.,Deutsches Zentrum fur Luft- Und Raumfahrt,Sensors (Switzerland),Journal,0,1,information gather ig algorithm aim intelligently select mobile sensor action require efficiently obtain accurate reconstruction physical process occupancy map magnetic field many recent work propose algorithm ig employ gaussian process gps underlying model process however algorithm discretize state space make computationally intractable robotic system complex dynamic moreover suit online information gathering task assume prior knowledge gp parameter paper present novel approach tackle two aforementioned issue specifically approach include two intertwined step rapidlyexplore random tree art search allow robot identify unvisited location learn gp parameter ii rrtbase informative path planning guide robot towards location maximize information gather minimize path cost combination two step allow online realization algorithm eliminate need discretization demonstrate propose algorithm outperforms stateoftheart simulation lab experiment groundbase robot explore magnetic field intensity within indoor environment populate obstacle view fulltext ,robotic active information gather spatial field reconstruction rapidlyexplore random tree online learn gaussian process 
10.1007/s11042-018-6634-9,ar,Olague G.,Centro de Investigacion Cientifica y de Educacion Superior de Ensenada,Multimedia Tools and Applications,Journal,0,0,work describe use brain programming automate video tracking design process challenge create visual program learn detect toy dinosaur database test visualtracke scenario plan object tracking system two subtask need approach detection move object frame correct association detection object time visual attention skill perform brain whose functionality perceive salient visual feature automatic design visual attention program optimization paradigm apply detectionbase tracking object video move camera system base acquisition integration step natural dorsal stream engineer emulate selectivity goaldriven behavior useful task tracking object consider challenge problem since many difficulty arise due abrupt object motion change appearance pattern object scene nonrigid structure objecttoobject objecttoscene occlusion well camera motion model parameter track rely quality detection process automatically design stage could significantly improve track method experimental result confirm validity approach use three different kind robotic system moreover comparison method region convolutional neural network provide illustrate benefit approach ,brain programming new strategy create visual routine object track towards automation video tracking design 
10.3390/electronics8020228,ar,Ariza J.Ã.,CorporaciÃ³n Universitaria Minuto de Dios,Electronics (Switzerland),Journal,1,0,dscblock opensource platform hardware software develop javafx focus learn embed system digital signal controllers docs device employ industrial educational sector due robustness number peripheral process speed scalability versatility platform use graphical block design google tool blockly use build different algorithm visualization as afterwards algorithm convert realtime c language according specification compiler doc xc download one two model development board dspic fjgp dspic fjc main aim platform provide flexible environment draw educational advantage as different aspect concern embed system declaration variable functions configuration port peripheral handle realtime operating system ros interrupt among other employ several field robotic control instrumentation etc addition experiment design platform present manuscript educational methodology assessment provide student n suggest platform suitable reliable learn concept relate embed system view fulltext ,dscblock opensource platform learn embed system base algorithm visualization digital signal controller 
10.1142/S0219843619500026,ar,Wahrmann D.,Technical University of Munich,International Journal of Humanoid Robotics,Journal,0,0,order achieve real autonomy robot able navigate completely unknown environment due complexity computer vision algorithm almost every approach robotic navigation either base previous knowledge environment marker result learning method make strong simplify assumption heightmap representation static scenario show impressive success certain application approach limit potential legged robot achieve amazing flexibility human complex environment work present strategy full d vision processing able handle change dynamic environment model use d geometry process realtime motion planner wipe robot ola avoid move obstacle walk platform order allow intuitive development system future present tool visualization include two mixed reality application use external camera microsoft hololen validate system simulation experiment fullsize humanoid robot ola publish framework open source benefit community ,visionbased d modeling unknown dynamic environment realtime humanoid navigation 
10.1016/j.sysarc.2018.12.010,ar,Li L.,"University of Maryland, College Park",Journal of Systems Architecture,Journal,0,0,paper present new methodology design implementation signal processing systems systemonchip soc platform methodology center use lightweight application programming interface apply principle dataflow design different layer abstraction development process integrate approach software implementation hardware implementation hardwaresoftware codesign optimize application mapping propose methodology facilitate development integration signal processing hardware software module involve heterogeneous programming language platform demonstration propose design framework present dataflowbase deep neural network don implementation vehicle classification streamline realtime operation embed soc device use propose methodology apply integrate variety dataflow graph optimization important efficient mapping don system resource constrain implementation involve cooperate multicore cups fieldprogrammable gate array subsystem experiment demonstrate flexibility effectiveness different design transformation apply integrate across multiple scale target compute system ,integrated hardwaresoftware design methodology signal processing system 
10.1016/j.robot.2018.11.005,ar,de Almeida J.P.L.S.,Universidade TecnolÃ³gica Federal do ParanÃ¡;Federal Institute of ParanÃ¡ (IFPR),Robotics and Autonomous Systems,Journal,0,0,highlight cooperative distribute autonomous navigation system multirobot develop path planning motion control implement independent distribute way cooperation autonomy achieve sense information share pheromone detection previous knowledge unnecessary navigation end robot position know sense communication limit occur real peripheral device robot paper aim present cooperative distribute navigation strategy online path planner autonomous multirobot system robot intend navigate explore unknown environment order find reach obligatory passage point waypoint goal achieve know final position robot team homogeneous independent limited communication skill however interact among environment autonomously decide path task explore environment avoid visit previously explore region reach discover goal information sharing directly carry robot communication area ndor indirectly stigmergy case artificial pheromone repulsive field use mark region already explore member team therefore avoid redundant exploration time waste fuzzy controller use robot motion propose line path planner performance evaluate different simulated environment scenario main result present ,bioinspire online path planner cooperative exploration unknown environment multirobot system 
10.1109/TRO.2018.2875388,ar,Kondaxakis P.,Blue Ocean Robotics,IEEE Transactions on Robotics,Journal,0,0,multirobot system use share symbol object environment prerequisite collaboration sharing symbol require agent anchor symbol internal sensor level representation well symbol match agent problem solve easily internal representation communicate agent however heterogeneous embodiment available sensor likely differ make impossible share internal representation directly propose use pointing gesture align symbol heterogeneous group robot describe planning framework minimize require effort anchor representation across robot framework allow planning gesture observe agent decentralize fashion consider implicit source failure ambiguous pointing well cost require action simulation experiment demonstrate result planning problem complex solution structure multiple local minima demonstration heterogeneous tworobot system show practical viability approach ,robotrobot gesture anchor representation 
10.1007/s10514-018-9725-6,ar,Kyrarini M.,UniversitÃ¤t Bremen,Autonomous Robots,Journal,0,0,humanrobot collaboration industrial application challenge robotic task human work together robot workplace complete task may create unpredicted event robot human act unpredictable human tend perform task fully repetitive manner use expertise cognitive capability traditional robot programming can not cope challenge humanrobot collaboration paper framework robot learn multiple human demonstration introduce demonstration robot learn sequence action assembly task highlevel learn without need preprogramme additionally robot learn every path need object manipulation lowlevel learn robot knowledge demonstrate task perform task collaboration human however need adaptation learn knowledge may arise human collaborator could introduce change environment place object manipulated position orientation different demonstrate one paper novel realtime adaptation algorithm cope change environment introduce human factor propose propose algorithm able identify sequence action need perform new environment gaussian mixture modelbase modification algorithm able adapt learn path order enable robot successfully complete task without need additional training demonstration propose framework come change position orientation object manipulate also provide obstacle avoidance moreover framework enable human collaborator suggest different sequence action learn task perform robot propose algorithm test dualarm industrial robot assembly scenario result present show result demonstrate potential propose robot learning framework enable continuous humanrobot collaboration ,robot learn industrial assembly task via human demonstration 
10.1007/s00170-018-2732-0,ar,Yang L.,University of Chinese Academy of Sciences;Institute of Automation Chinese Academy of Sciences,International Journal of Advanced Manufacturing Technology,Journal,0,0,improve automation level welding robot automatic extraction identification weld seam prerequisite intelligent welding robot real industrial environment weld environment often characteristic weak texture poor contrast reflection metallic surface imperfection work piece characteristic seriously affect accurate extraction weld seam realize automatic path planning welding robot new method automatic extraction identification narrow butt joint weak contrast realize serve d path teaching weld robot achieve accurate extraction narrow butt joint weak contrast paper design new seam extraction operator achieve accurate fast extraction weld seam various shape size shape feature weld seam use construct feature vector finally get optimal classification performance adaptive networkbase fuzzy inference system anfi adopt paper finish identification narrow butt joint experimental result show propose algorithm could quickly accurately realize extraction identification narrow butt joint weak contrast ,automatic extraction identification narrow butt joint base anfis gma 
10.1051/cocv/2017034,ar,Anjidani M.,Iran University of Science and Technology,"ESAIM - Control, Optimisation and Calculus of Variations",Journal,0,0,design stable walk gait wipe robots pointfeet state constrain nonlinear optimization problem normally solve offline numerical optimization method result unknown modeling error environment change design gait may ineffective online gait improvement impossible optimization paper apply generalize path integral stochastic optimal control closedloop model planar wipe robots pointfeet lead online reinforcement learning algorithm design walk gait study ability propose method adapt controller rabbit planar wipe robot pointfeet stable walking simulation result show method start dynamically unstable initial gait quickly compensate modeling error reach walk exponential stability desire feature new situation impossible past method ,novel online gait optimization approach wipe robots pointfeet 
10.1109/ACCESS.2019.2953894,ar,Liu Y.,Harbin Institute of Technology,IEEE Access,Journal,0,0,robot manipulate domestic environment generally need interact articulate object door drawer laptop swivel chair rigid body make object connect revolute pair prismatic pair robot expect learn understand object articulate constraint simple interaction method way autonomy robot manipulation greatly improve environment unstructured constraint paper method propose obtain articulate object constraint model learn oneshot continuous visual demonstration contain multistep movement enable human teacher continuously demonstrate several task without manual segmentation end paper sixdegreeoffreedom robot use constraint model obtain demonstration learn achieve manipulation plan various task base agcbirrt algorithm ,learn articulate constraint oneshot demonstration robot manipulation planning 
10.1109/ACCESS.2019.2960859,ar,Liu R.D.,South China University of Technology,IEEE Access,Journal,0,0,autonomous underwater vehicle aus robot require path planning complete mission different kind underwater environment goal path planning find feasible path startpoint targetpoint give environment practical application environment dynamic factor ocean flow move obstacle make au path planning challenge paper propose estimation distribution algorithm eda base approach term learn fixedheight histogram lfhh solve path planning problem aus dynamic environment lfhh use learn transformation strategy lt improve accuracy convergence speed besides smooth method employ accelerate speed find feasible path moreover plan window adopt help handle dynamic factor lfhh test complex d d environment timevariant dynamic factor experimental result validate effectiveness lfhh ,intelligent path plan aus dynamic environment edabase learn fix height histogram approach 
10.1109/TCDS.2019.2962228,ar,Hu Y.,Shenyang Institute of Automation Chinese Academy of Sciences,IEEE Transactions on Cognitive and Developmental Systems,Journal,0,0,performance autonomous robot varying environment need improve incremental improvement propose incremental learning framework base learn adaptive kernel linear all model all model use store behavioral policy learn learn structure parameter all model train use novel norm kernel recursive least square lkrls algorithm all model initially without node gradually accumulate content propose framework allow learn new behavior without forget previous one novel local greedy policy propose speed convergence rate learning calculate exploration probability state generate select important training sample performance incremental learning framework validate two experiment curve fitting example show lkrls base all model suitable incremental learn second experiment base robot learning task result show framework incrementally learn behavior vary environment local greedy policybase learn faster exist learning algorithm ,incremental learning framework autonomous robot base learn adaptive kernel linear model 
10.14201/eks2019_20_a17,ar,GonzÃ¡lez-GonzÃ¡lez C.S.,Universidad de la Laguna,Education in the Knowledge Society,Journal,1,0,aprender programa es la nueva alfabetizacin del siglo xxi el pensamiento computational estrechamente relacionado con la programacin require pensar resolver problem con diferente niveles de abstraccin es independiente de los dispositivos de hardware en este articulo se analizan las principle iniciativas relacionadas con el pensamiento computational en las escuelas el uso de herramientas especficas tales como los kits de robtica entornos de programacin educativa principle estrategias de else anzaaprendizaje utilizadas en educacin infantile ,state art teach computational thinking program childhood education 
10.1007/s11276-019-02140-1,ar,Jin D.,Zhongnan University of Economics and Law,Wireless Networks,Journal,0,0,heuristic search algorithm give determine resolve hamiltonian circuit problem direct graphs heuristic information vertex set compose possible path length value start vertex obtain path length extension algorithm detail analysis algorithm example show heuristic algorithm greatly reduce number processing node compare backtrack algorithm without information meanwhile algorithm time complexity relate number loop direct graph direct graph g v e contain loop contain start point hamiltonian problem g determine polynomial time algorithm implement use c python programming test graph generate random graph algorithm experiment show heuristic algorithm reduce number extend node least direct random graphs loop heuristic algorithm save time application perform task extend node reduce number extend node ,heuristic search algorithm hamiltonian circuit problem direct graph 
10.1515/pjbr-2019-0025,ar,Angleraud A.,Tampere University,Paladyn,Journal,0,0,recent advance robotic allow collaboration human machine perform task home industrial setting without harm life ofthe user human easily adapt work team trivial robot case interaction skill typically come cost extensive programming teaching besides understand semantic task necessary work efficiently react change task execution process result order achieve seamless collaboration appropriate reasoning learning skill interaction capability need human cornerstone communication language use teach coordinate communicate paper thus propose system allow teach new action semantic base already available knowledge ii use natural language communication resolve ambiguity could arise give command robot reasoning allow new skill perform either autonomously collaboration human teaching occur web application motion learn physical demonstration ofthe robotic arm demonstrate utility system two scenario reflect upon challenge introduce ,teach semantic skill humanrobot collaboration 
10.1109/ACCESS.2019.2932257,ar,Xie J.,Capital Normal University,IEEE Access,Journal,0,0,improve efficiency deep reinforcement learning drl base method robotic trajectory planning unstructured working environment obstacle different traditional sparse reward function paper present two brandnew dense reward function first azimuth reward function propose accelerate learning process locally reasonable trajectory modeling position orientation constraint reduce blindness exploration dramatically improve efficiency reward function subtasklevel propose provide global guidance agent drl subtasklevel reward function design assumption task divide several subtask reduce invalid exploration greatly extensive experiment show propose reward function able improve convergence rate three time stateoftheart drl method percentage increase convergence mean percentage decrease respect standard deviation ,deep reinforcement learn optimize reward function robotic trajectory planning 
10.12928/TELKOMNIKA.V17I3.12232,ar,Sendari S.,Universitas Negeri Malang,Telkomnika (Telecommunication Computing Electronics and Control),Journal,0,0,paper observe exploration genetic network programming twostage reinforcement learn mobile robot navigation propose method aim observe exploration inexperienced environment use implementation order deal situation individual train firstly training phase learn environment greedy policy learning rate parameter two case study ie case low exploration case b high exploration implementation individual implement get experience learn new environment online performance learning process observe due environmental change ,exploration genetic network programming twostage reinforcement learn mobile robot 
10.14569/ijacsa.2019.0100757,ar,Almanie T.,King Saud University,International Journal of Advanced Computer Science and Applications,Journal,0,0,program cornerstone development technology encounter daily life also play important role enhance creativity problemsolve logical thinking due importance programming combination shortage arabic content aim teach child program decide develop lets code interactive mobilebase application design arabicspeake child year old application focus basic program data type variable control structure use python programming language simple attractive ageappropriate design application present user interesting storyline involve trip space labeeb robot character design explain program concept child throughout trip planet represent level application introduce programming concept set lesson exercise application use educational institution parent teach program provide opportunity arabicspeake child keep development dissemination technology ,let code kidfriendly interactive application design teach arabicspeake child textbase programming 
10.3389/fnbot.2019.00040,ar,Chen J.,Tongji University,Frontiers in Neurorobotics,Journal,0,0,effective way achieve intelligence simulate various intelligent behavior human brain recent year bioinspire learn method emerge different classical mathematical programming principle perspective brain inspiration reinforcement learning gain additional interest solve decisionmake task increase neuroscientific research demonstrate significant link exist reinforcement learn specific neural substrate tremendous research focus human brain reinforcement learning scientist investigate robot autonomously tackle complex task form make selfdrive agent control humanlike way study propose endtoend architecture use novel deepqnetwork architecture conjunction recurrence resolve problem field simulate selfdrive main contribution study train drive agent use braininspired trialanderror technique line real world situation besides three innovation propose learn network raw screen output information drive agent rely weight layer enhance difference lengthy episode modify replay mechanism overcome problem sparsity accelerate learn propose network train test thirdparty openai gym environment train several episode result drive agent perform advanced behavior give scene hope future propose braininspire learn system would inspire practicable selfdrive control solution ,toward braininspired system deep recurrent reinforcement learn simulate selfdrive agent 
10.1080/10494820.2019.1636090,ar,Hsiao H.,National Taiwan Normal University,Interactive Learning Environments,Journal,1,0,study use robotbased practice develop activity incorporate e model sixthgrade student learn interdisciplinary knowledge use arduino electronic component microcontroller hanson tool make crab robot addition student learn use scratch programming language control robot complete crab robot crossing road task study implement quasiexperimental design examine whether student learn robotbased activity use e model acquire well learn motivation learn performance computational thinking ability hanson ability learn activity lecture study adopt purposive sampling select sixthgrade student four class divide experimental group e model control group lecture experiment conduct period week total duration minute result pretestsposttest show group student improve learn motivation learn performance computational thinking ability hanson ability however experimental group score significantly better importantly study provide pedagogy manuscript instructor want teach mechatronic program program design education ,use robotbased practice develop activity incorporate e model improve elementary school student learn performance 
10.1080/01691864.2019.1632223,ar,Tangiuchi T.,Ritsumeikan University Biwako-Kusatsu Campus,Advanced Robotics,Journal,0,0,understand acquisition language realworld environment important task future robotic service natural language process cognitive robotic focus problem decade use machine learn however many problem remain unsolved despite significant progress machine learn deep learn probabilistic generative model past decade remain problem systematically survey organize highly interdisciplinary challenge language robotic study conduct survey frontier intersection research field language robotic range logic probabilistic programming designing competition evaluate language understanding system focus cognitive developmental robot learn language interaction environment unsupervise learning method enable robot learn language without handcraft training datum ,survey frontiers language robotic 
10.4018/IJGCMS.2019010103,ar,Krinks K.D.,Lipscomb University,International Journal of Gaming and Computer-Mediated Simulations,Journal,0,0,digital games use productive engage medium foster scientific expertise show promise support codevelopment scientific concept representational practice study focus integration disciplinarilyintegrate game surge next complementary modelbase activity support development scientific model newtonian mechanic two pedagogical approach design student approach model motion object inside outside game environment one approach involve material integration virtual game play physical modeling activity classroom second approach involve complementary modeling tool use agentbase computational programming platform modeling activity demonstrate affordance support productive student learning study highlight significance design multiple complementary representation phenomenon core element game play relate modeling activity request access librarian read article full text ,model games k science classroom 
10.3390/en12071229,ar,Lee H.,Korea Advanced Institute of Science and Technology,Energies,Journal,0,0,design conventional electric vehicle ev affect numerous limitation short travel distance long charge time one first wireless charge systems online electric vehicle elev develop overcome limitation current generation evs use wireless charge electric vehicle charge power cable embed road paper model algorithm optimal design wireless charge electric bus system propose model build use markov decision process use verify optimal number power cable well optimal pickup capacity battery capacity use reinforcement learning optimization problem wireless charge electric bus system diverse traffic environment solve numerical result show propose algorithm maximize average reward minimize total cost show effectiveness propose algorithm compare obtain exact solution via mix integer programming map view fulltext ,optimal design wireless charge electric bus system base reinforcement learning 
10.3390/robotics8010008,ar,D'Amico A.,UniversitÃ  degli Studi di Palermo;MetaIntelligenze Onlus,Robotics,Journal,0,0,numerous experience robotic demonstrate good potential field strengthen social skill child special educational need particular autism spectrum disorder still many experimental study cognitive enhancement social skill child special need conduct robotic construction kit require construction robot body programming mind bring play multiplicity cognitive social skill aforementione reasons team university palermo center metaintelligenze onus develop treatment protocol rebel collection guideline realize robotic personalize activity child special need paper two study describe concern first application activity draw rebel protocol first study concern use robotic construction kit stimulation visuospatial abilitie second study robot construction kit use stimulate attentional ability child severe difficulty focus attention task view fulltext ,robotic construction kit tool cognitive stimulation child adolescent rebels protocol 
10.1109/ACCESS.2019.2895913,ar,Rodriguez Corral J.,Universidad de CÃ¡diz,IEEE Access,Journal,1,0,visual programming language allow user developer create program manipulate program element graphically several study show benefit visual language learn purpose applicability robot programming however present enough comparative study suitability textual visual language purpose paper study textual language use visual language could also suitable context robot programming main advantage use visual language would be experiment select sample individual among student adequate knowledge procedural programming divide three group first group student learn scenario base textual objectoriented language use program specific commercial robotic ball sense wireless communication output capability whereas second third group two learn scenario base visual language use programming robot take course program robot correspond learn scenario group evaluate complete three programming exercise related robot feature ie motion lighting collision detection result show student work visual language perceive high clarity level understanding course exposition high enjoyment level use programming environment moreover also achieve overall well mark ,study suitability visual language nonexpert robot programmer 
10.1177/1729881419830204,ar,Wen S.,Yanshan University,International Journal of Advanced Robotic Systems,Journal,0,0,nao first robot create softbank robotic famous around world nao tremendous programming tool especially become standard education research aim large error poor stability humanoid robot nao manipulator trajectory track novel framework base fuzzy controller reinforcement learn trajectory planning strategy propose firstly takagisugeno fuzzy model base dynamic equation nao right arm establish secondly design gain solution state feedback controller base parallel feedback compensation strategy study finally ideal trajectory motion plan reinforcement learning algorithm end manipulator track desire trajectory realize valid obstacle avoidance simulation experiment show end manipulator base scheme good controllability stability meet accuracy requirement trajectory track accuracy verify effectiveness propose framework ,learn trajectory planning base takagisugeno fuzzy parallel distribute compensation structure humanoid manipulator 
