doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title,text_to_proc
10.1109/ISBB.2015.7344962,cp,Gong J.,University of Virginia,"4th International Symposium on Bioelectronics and Bioinformatics, ISBB 2015",Conference Proceeding,,0,robot surgeri simul increas use educ sever surgic specialti howev surgic skill assess provid robot simul statist evalu stimulus input surgeon hand foot actuat ignor bodi movement postur critic surgic perform result perform assess surgic expert signific higher achiev novic surgic resid get meaning feedback improv skill order enhanc assess robot surgic skill employ inerti bodi sensor develop novel motion marker discoveri method determin differ motion pattern expert surgeon novic robot simul mimic technolog seattl wa wireless inerti bodi sensor node capabl degre freedom sens unobtrus attach subject left wrist right wrist right upper arm left ankl use measur motion task expert novic particip perform energi dissect task preliminari find suggest train inerti sensor node enhanc robot surgic train process limit amount time,motion marker discoveri inerti bodi sensor enhanc object assess robot surgic skill,"Gong J. motion marker discoveri inerti bodi sensor enhanc object assess robot surgic skill robot surgeri simul increas use educ sever surgic specialti howev surgic skill assess provid robot simul statist evalu stimulus input surgeon hand foot actuat ignor bodi movement postur critic surgic perform result perform assess surgic expert signific higher achiev novic surgic resid get meaning feedback improv skill order enhanc assess robot surgic skill employ inerti bodi sensor develop novel motion marker discoveri method determin differ motion pattern expert surgeon novic robot simul mimic technolog seattl wa wireless inerti bodi sensor node capabl degre freedom sens unobtrus attach subject left wrist right wrist right upper arm left ankl use measur motion task expert novic particip perform energi dissect task preliminari find suggest train inerti sensor node enhanc robot surgic train process limit amount time cp University of Virginia 4th International Symposium on Bioelectronics and Bioinformatics, ISBB 2015 Conference Proceeding 0"
10.1109/FUZZ-IEEE.2015.7337841,cp,Jimenez F.,Nagoya University,IEEE International Conference on Fuzzy Systems,Conference Proceeding,,0,robot technolog grow attent paid educationalsupport robot assist learn exampl educationalsupport robot may support student school life help learn languag howev user tend lose interest educationalsupport robot solv problem model emot express propos humanag interact studi model screen agent program express emot autonom proven effect interact agent human thus paper propos emot express model use educationalsupport robot use simul paper also investig number emot robot express,propos model emot express robot learn human,Jimenez F. propos model emot express robot learn human robot technolog grow attent paid educationalsupport robot assist learn exampl educationalsupport robot may support student school life help learn languag howev user tend lose interest educationalsupport robot solv problem model emot express propos humanag interact studi model screen agent program express emot autonom proven effect interact agent human thus paper propos emot express model use educationalsupport robot use simul paper also investig number emot robot express cp Nagoya University IEEE International Conference on Fuzzy Systems Conference Proceeding 0
10.1145/2808580.2808611,cp,Silva M.,"Instituto PolitÃ©cnico do Porto, Instituto Superior de Engenharia",ACM International Conference Proceeding Series,Conference Proceeding,,0,present wit increas adopt industri robot predict dissemin distinct sector studi show lack peopl abl plan introduct equip manufactur environ oper incept lead need train undergradu oper program industri robot due portugues econom situat lack fund higher educ institut lead need find innov way teach subject bear idea mind sep began teach cours industri robot base achiev practic train use abb robotstudio abb robot robot simul softwar offlin program paper describ main result experi evalu cours made student attend cours result survey conduct student end cours show excel accept cours format achiev among good result achiev term knowledg acquisit allow author get student feedback order introduc improv cours,implement novel industri robot cours evalu student,"Silva M. implement novel industri robot cours evalu student present wit increas adopt industri robot predict dissemin distinct sector studi show lack peopl abl plan introduct equip manufactur environ oper incept lead need train undergradu oper program industri robot due portugues econom situat lack fund higher educ institut lead need find innov way teach subject bear idea mind sep began teach cours industri robot base achiev practic train use abb robotstudio abb robot robot simul softwar offlin program paper describ main result experi evalu cours made student attend cours result survey conduct student end cours show excel accept cours format achiev among good result achiev term knowledg acquisit allow author get student feedback order introduc improv cours cp Instituto PolitÃ©cnico do Porto, Instituto Superior de Engenharia ACM International Conference Proceeding Series Conference Proceeding 0"
10.1007/s11465-015-0351-0,ar,Gaona D.,Universidad San Francisco de Quito,Frontiers of Mechanical Engineering,Journal,,0,elast modulus deposit e obtain monitor temperatur t curvatur k onesid coat long plate name onedimension d deform model aim research design experiment setup prove whether d deform model scale complex geometri setup includ laser displac sensor mount robot arm capabl scan specimen surfac measur deform reproduc result verifi compar present result stoni brook univers laboratori result kt slope error less e estim error close valu reveal repeat experi sever sampl fabric aluminum substrat mc nanowir fe cr alloy deposit analyz compar finit element fe simul linear elast behavior d flat long plate d squar plate specimen heatingcool cycl demonstr high linear kt curv e valu approxim equal d d analys median ga standard deviat ga correspond experiment simul result d d specimen reveal deform thermal stress coat specimen predict regardless specimen geometri fe model use experiment valu e d exampl turbinebladeshap substrat present valid approach,elast modulus thermal stress coat heat cycl differ substrat shape,Gaona D. elast modulus thermal stress coat heat cycl differ substrat shape elast modulus deposit e obtain monitor temperatur t curvatur k onesid coat long plate name onedimension d deform model aim research design experiment setup prove whether d deform model scale complex geometri setup includ laser displac sensor mount robot arm capabl scan specimen surfac measur deform reproduc result verifi compar present result stoni brook univers laboratori result kt slope error less e estim error close valu reveal repeat experi sever sampl fabric aluminum substrat mc nanowir fe cr alloy deposit analyz compar finit element fe simul linear elast behavior d flat long plate d squar plate specimen heatingcool cycl demonstr high linear kt curv e valu approxim equal d d analys median ga standard deviat ga correspond experiment simul result d d specimen reveal deform thermal stress coat specimen predict regardless specimen geometri fe model use experiment valu e d exampl turbinebladeshap substrat present valid approach ar Universidad San Francisco de Quito Frontiers of Mechanical Engineering Journal 0
10.15866/ireme.v9i5.7070,ar,Castillo D.,Universidad Militar Nueva Granada,International Review of Mechanical Engineering,Journal,,0,develop virtual system brought mani innov educ medic field robot virtual realiti system use constant assist oper surgeri train advantag use system lie give greater precis surgeri thus decreas rehabilit time patient similar system provid secur comfort surgeon therefor focus paper tosimul anatom explor knee base arthroscop surgeri develop includ virtual model knee auxiliari system simul stereoscop vision oper research allow advanc medic explor recognit anatom element copyright prais worthi prize right reserv,virtual environ arthroscop surgeri d immers system,Castillo D. virtual environ arthroscop surgeri d immers system develop virtual system brought mani innov educ medic field robot virtual realiti system use constant assist oper surgeri train advantag use system lie give greater precis surgeri thus decreas rehabilit time patient similar system provid secur comfort surgeon therefor focus paper tosimul anatom explor knee base arthroscop surgeri develop includ virtual model knee auxiliari system simul stereoscop vision oper research allow advanc medic explor recognit anatom element copyright prais worthi prize right reserv ar Universidad Militar Nueva Granada International Review of Mechanical Engineering Journal 0
10.1145/2783449.2783475,cp,Sadanand R.,Indian Institute of Technology Delhi,ACM International Conference Proceeding Series,Conference Proceeding,,0,introductori level robot cours main compris topic like geometri kinemat dynam serialchain robot descript robot geometri use denavithartenberg paramet cinemat dynam analys requir advanc mathemat concept comput intens robot higher degreesoffreedom call use robot learn softwar would effect aid instructor explain concept lucid help student analyz mechan robot robot toolbox one common use softwar collect matlabbas function support various dedic mathemat oper requir mechan analysi robot roboanalyz anoth attempt toward goal focus learn robot concept physic robot motion paper integr virtual robot modul roboanalyz robot toolbox present multipl number industri robot model virtual robot modul act effect visual admin analysi perform use robot toolbox propos visual admin use softwar like matlab msexcel etc virtual robot modul allow improv visual easi simul industri robot model robot research educ,virtual robot modul effect visual tool robot toolbox,Sadanand R. virtual robot modul effect visual tool robot toolbox introductori level robot cours main compris topic like geometri kinemat dynam serialchain robot descript robot geometri use denavithartenberg paramet cinemat dynam analys requir advanc mathemat concept comput intens robot higher degreesoffreedom call use robot learn softwar would effect aid instructor explain concept lucid help student analyz mechan robot robot toolbox one common use softwar collect matlabbas function support various dedic mathemat oper requir mechan analysi robot roboanalyz anoth attempt toward goal focus learn robot concept physic robot motion paper integr virtual robot modul roboanalyz robot toolbox present multipl number industri robot model virtual robot modul act effect visual admin analysi perform use robot toolbox propos visual admin use softwar like matlab msexcel etc virtual robot modul allow improv visual easi simul industri robot model robot research educ cp Indian Institute of Technology Delhi ACM International Conference Proceeding Series Conference Proceeding 0
10.1145/2783449.2783474,cp,Ratan Sadanand O.,Indian Institute of Technology Delhi,ACM International Conference Proceeding Series,Conference Proceeding,,0,robot emerg research interest find place various applic industri automobil space robot health care etc thrust robot research result increas number cours introduc engin curriculum fundament concept robot mechan difficult visual use text book alon henc requir either physic robot simul softwar demonstr same effect robot educ achiev use serial robot visual softwar paper afford serial chain robot develop tab present along integr simul softwar name roboanalyz forward invers cinemat analys tab mini aristo robot implement roboanalyz softwar also present comprehens learn robot topic,cinemat analysi tab robot integr roboanalyz softwar,Ratan Sadanand O. cinemat analysi tab robot integr roboanalyz softwar robot emerg research interest find place various applic industri automobil space robot health care etc thrust robot research result increas number cours introduc engin curriculum fundament concept robot mechan difficult visual use text book alon henc requir either physic robot simul softwar demonstr same effect robot educ achiev use serial robot visual softwar paper afford serial chain robot develop tab present along integr simul softwar name roboanalyz forward invers cinemat analys tab mini aristo robot implement roboanalyz softwar also present comprehens learn robot topic cp Indian Institute of Technology Delhi ACM International Conference Proceeding Series Conference Proceeding 0
10.1145/2701973.2702035,cp,Novikova J.,University of Bath,ACM/IEEE International Conference on Human-Robot Interaction,Conference Proceeding,,0,paper describ project explor opensourc enhanc robot simul sigvers toward research social humanrobot interact research high level social humanrobot interact system includ collabor emot intercommun peopl robot requir big amount data base embodi interact experi howev cost develop real robot perform mani experi high anoth hand virtual robot simul limit term interact simul robot real peopl thus propos use enhanc humanrobot interact simul sigvers enabl user join virtual world occupi simul robot immers user interfac paper describ collabor humanrobot interact task virtual human agent control remot human subject interact automat virtual robot implement artifici emot reaction project set first step explor potenti use enhanc humanrobot interact simul build social interact robot serv educ team build collabor task solv applic,model humanrobot collabor simul environ,Novikova J. model humanrobot collabor simul environ paper describ project explor opensourc enhanc robot simul sigvers toward research social humanrobot interact research high level social humanrobot interact system includ collabor emot intercommun peopl robot requir big amount data base embodi interact experi howev cost develop real robot perform mani experi high anoth hand virtual robot simul limit term interact simul robot real peopl thus propos use enhanc humanrobot interact simul sigvers enabl user join virtual world occupi simul robot immers user interfac paper describ collabor humanrobot interact task virtual human agent control remot human subject interact automat virtual robot implement artifici emot reaction project set first step explor potenti use enhanc humanrobot interact simul build social interact robot serv educ team build collabor task solv applic cp University of Bath ACM/IEEE International Conference on Human-Robot Interaction Conference Proceeding 0
10.1109/RIISS.2014.7009172,cp,Hashimoto T.,The University of Electro-Communications,"IEEE SSCI 2014: 2014 IEEE Symposium Series on Computational Intelligence - RiiSS 2014: 2014 IEEE Symposium on Robotic Intelligence in Informationally Structured Space, Proceedings",Conference Proceeding,,0,paper introduc psychiatr patient robot use medic interview train psychiatr educ patient robot develop base android robot technolog medic interview train psychiatr field general conduct employ human simul standard patient sp train reproduc set symptom intend mental disord veteran psychiatrist use healthi person sp problem mental burden timeconsum lack human resourc forth contrast merit use patient robot offer standard reproduc interview train psychiatr traine furthermor expect psychiatr traine abl experi realist medic interview face real human sp take advantag characterist android robot first step patient robot particular design simul set symptom unipolar depress common mental disord worldwid interview scenario question answer process interview patient robot prepar base structur interview guid hamilton depress rate scale sight wide use interview train clinic studi medic interview train patient robot introduc actual psychiatr educ eight student particip evalu educ effect,medic interview train use depress patient robot psychiatr educ,"Hashimoto T. medic interview train use depress patient robot psychiatr educ paper introduc psychiatr patient robot use medic interview train psychiatr educ patient robot develop base android robot technolog medic interview train psychiatr field general conduct employ human simul standard patient sp train reproduc set symptom intend mental disord veteran psychiatrist use healthi person sp problem mental burden timeconsum lack human resourc forth contrast merit use patient robot offer standard reproduc interview train psychiatr traine furthermor expect psychiatr traine abl experi realist medic interview face real human sp take advantag characterist android robot first step patient robot particular design simul set symptom unipolar depress common mental disord worldwid interview scenario question answer process interview patient robot prepar base structur interview guid hamilton depress rate scale sight wide use interview train clinic studi medic interview train patient robot introduc actual psychiatr educ eight student particip evalu educ effect cp The University of Electro-Communications IEEE SSCI 2014: 2014 IEEE Symposium Series on Computational Intelligence - RiiSS 2014: 2014 IEEE Symposium on Robotic Intelligence in Informationally Structured Space, Proceedings Conference Proceeding 0"
10.1115/DETC2015-47705,cp,Gucwa K.J.,"University of California, Davis",Proceedings of the ASME Design Engineering Technical Conference,Conference Proceeding,,0,design robosim virtual environ modular robot control simul robot code written hardwar robot without modif describ detail paper along applic educ environ robosim integr ch program environ cc interpret provid abil remot control robot interpret cc code allow user altern hardwar virtual robot without modifi code open sourc softwar project open dynam engin openscenegraph qt employ produc virtual environ user interfac provid capabl run major softwar platform design softwar includ multipl librari modul specif particular task therefor simul librari graphic user interfac gui link necessari librari gui link graphic librari xml librari give interact view robosim scene user ad robot obstacl gui simul execut ch code generat new robosim scene window entir simul util simul graphic xml callback librari addit ident scene gui generat window user view interact progress simul,interact virtual environ program modular robot,"Gucwa K.J. interact virtual environ program modular robot design robosim virtual environ modular robot control simul robot code written hardwar robot without modif describ detail paper along applic educ environ robosim integr ch program environ cc interpret provid abil remot control robot interpret cc code allow user altern hardwar virtual robot without modifi code open sourc softwar project open dynam engin openscenegraph qt employ produc virtual environ user interfac provid capabl run major softwar platform design softwar includ multipl librari modul specif particular task therefor simul librari graphic user interfac gui link necessari librari gui link graphic librari xml librari give interact view robosim scene user ad robot obstacl gui simul execut ch code generat new robosim scene window entir simul util simul graphic xml callback librari addit ident scene gui generat window user view interact progress simul cp University of California, Davis Proceedings of the ASME Design Engineering Technical Conference Conference Proceeding 0"
10.1016/j.procs.2015.12.258,cp,Grajewski D.,Politechnika Poznanska,Procedia Computer Science,Conference Proceeding,,0,paper present number differ approach creation realist immers educ simul condit workplac assembl oper aid haptic virtual realiti system simul use effect train futur oper given workplac test ergonom qualiti without need build physic prototyp author devis sever differ approach prepar virtual workplac prototyp train basic approach util immers vr system headmount devic combin user track solut creat interact simul workplac basi cad model specif realiz process second approach use haptic manipul forc feedback interact virtual workplac realist feel realiz activ third novel approach combin two previous approach special system design built purpos use largespac robot allow haptic feedback user equip immers set devic often virtual prototyp workplac replac physic one innov train solut allow train futur oper improv ergonom qualiti workplac reason reduct cost need develop real prototyp workstat well abil complex virtual workplac chang variant order investig differ situat usual workplac creat interact virtual realiti applic consist visual oper aid advanc virtual realiti system devic implement immers equip increas sens user presenc use haptic devic forc feedback make experi similar realiti level realism import factor immers haptic simul workstat train purpos form instruct simul also call educ simul immers haptic simul power learn tool requir train user complet task solv specif problem within vr environ replic real workplac condit train conduct way particular benefici real activ task conduct workplac danger cost even almost imposs do two basic approach present author innov import usual mix stateoftheart haptic devic stationari applic heavili limit spatial freedom user affect level realism present simul posit way order fulli simul condit assembl workplac tactil input must avail simultan immers user virtual environ use had cave system combin user track solut third approach simul workplac condit propos author allow bring realist forc feedback immers visual thank oper like assembl thread joint two part train realist without need build full physic workplac,immers haptic educ simul assembl workplac condit,Grajewski D. immers haptic educ simul assembl workplac condit paper present number differ approach creation realist immers educ simul condit workplac assembl oper aid haptic virtual realiti system simul use effect train futur oper given workplac test ergonom qualiti without need build physic prototyp author devis sever differ approach prepar virtual workplac prototyp train basic approach util immers vr system headmount devic combin user track solut creat interact simul workplac basi cad model specif realiz process second approach use haptic manipul forc feedback interact virtual workplac realist feel realiz activ third novel approach combin two previous approach special system design built purpos use largespac robot allow haptic feedback user equip immers set devic often virtual prototyp workplac replac physic one innov train solut allow train futur oper improv ergonom qualiti workplac reason reduct cost need develop real prototyp workstat well abil complex virtual workplac chang variant order investig differ situat usual workplac creat interact virtual realiti applic consist visual oper aid advanc virtual realiti system devic implement immers equip increas sens user presenc use haptic devic forc feedback make experi similar realiti level realism import factor immers haptic simul workstat train purpos form instruct simul also call educ simul immers haptic simul power learn tool requir train user complet task solv specif problem within vr environ replic real workplac condit train conduct way particular benefici real activ task conduct workplac danger cost even almost imposs do two basic approach present author innov import usual mix stateoftheart haptic devic stationari applic heavili limit spatial freedom user affect level realism present simul posit way order fulli simul condit assembl workplac tactil input must avail simultan immers user virtual environ use had cave system combin user track solut third approach simul workplac condit propos author allow bring realist forc feedback immers visual thank oper like assembl thread joint two part train realist without need build full physic workplac cp Politechnika Poznanska Procedia Computer Science Conference Proceeding 0
10.1007/978-1-4471-6494-4_9,ch,Kwak J.,Korea University Medical Center,Training in Minimal Access Surgery,Book,,0,introduct new techniqu technolog accomplish safe effici without compromis patient safeti outcom standard curricula simulationbas compon train requir evolv field minim access surgeri procedur train carri stepbystep manner use proctor mentor video review live surgeri demonstr also essenti chapter describ educ train modal new minim access surgeri robot surgeri support establish optim train programm,train new techniqu robot surgeri minim access surgeri,Kwak J. train new techniqu robot surgeri minim access surgeri introduct new techniqu technolog accomplish safe effici without compromis patient safeti outcom standard curricula simulationbas compon train requir evolv field minim access surgeri procedur train carri stepbystep manner use proctor mentor video review live surgeri demonstr also essenti chapter describ educ train modal new minim access surgeri robot surgeri support establish optim train programm ch Korea University Medical Center Training in Minimal Access Surgery Book 0
10.1145/2696454.2696479,cp,Hood D.,Ecole Polytechnique FÃ©dÃ©rale de Lausanne,ACM/IEEE International Conference on Human-Robot Interaction,Conference Proceeding,,0,articl present novel robot partner children teach handwrit system reli learn teach paradigm build interact stimul metacognit empathi increas selfesteem child user hypothesi use humanoid robot system could engag unmotiv student could also present opportun children experi physicallyinduc benefit encount humanl handwrit intervent motor mimicri leverag simul handwrit synchronis tablet display nao humanoid robot limit fine motor capabl configur suitabl embodi handwrit partner statist shape model deriv princip compon analysi dataset adultwritten letter trajectori allow robot draw purpos deform letter incorpor feedback user demonstr system abl learn optim paramet appropri shape model preliminari situ studi conduct primari school class obtain insight children use novel system children age success engag robot improv write level satisfi with valid interact repres signific step toward innov use robot address widespread social meaning challeng educ,children teach robot write autonom teachabl humanoid use simul handwrit,Hood D. children teach robot write autonom teachabl humanoid use simul handwrit articl present novel robot partner children teach handwrit system reli learn teach paradigm build interact stimul metacognit empathi increas selfesteem child user hypothesi use humanoid robot system could engag unmotiv student could also present opportun children experi physicallyinduc benefit encount humanl handwrit intervent motor mimicri leverag simul handwrit synchronis tablet display nao humanoid robot limit fine motor capabl configur suitabl embodi handwrit partner statist shape model deriv princip compon analysi dataset adultwritten letter trajectori allow robot draw purpos deform letter incorpor feedback user demonstr system abl learn optim paramet appropri shape model preliminari situ studi conduct primari school class obtain insight children use novel system children age success engag robot improv write level satisfi with valid interact repres signific step toward innov use robot address widespread social meaning challeng educ cp Ecole Polytechnique FÃ©dÃ©rale de Lausanne ACM/IEEE International Conference on Human-Robot Interaction Conference Proceeding 0
10.1109/MRA.2015.2452199,ar,Madhavan R.,,IEEE Robotics and Automation Magazine,Journal,,0,present inform pass humanitarian robot autom technolog challeng,humanitarian robot autom technolog challeng humanitarian technolog,Madhavan R. humanitarian robot autom technolog challeng humanitarian technolog present inform pass humanitarian robot autom technolog challeng ar nan IEEE Robotics and Automation Magazine Journal 0
10.1109/SYSCON.2015.7116790,cp,Dos Santos J.,Instituto Tecnologico de Aeronautica,"9th Annual IEEE International Systems Conference, SysCon 2015 - Proceedings",Conference Proceeding,,0,articl concern gait synthesi problem hybrid robot case fourleg robot free wheel feet consid multipl criteria assum posit leg actuat time describ period function paramet determin use learn automata reinforc learn algorithm analysi robot morpholog use group similar leg decreas number actuat function must determin matlabsimulinksimmechan toolbox use simul robot gait simul robot respons evalu reinforc learn algorithm consid robot frontal speed smooth robot movement largest torqu requir leg actuat robot energi consumpt reinforc learn algorithm converg good solut appli real robot built use bioloid comprehens kit educ robot kit manufactur robot respons simul real robot compar shown similar,gait synthesi hybrid leg robot use reinforc learn,"Dos Santos J. gait synthesi hybrid leg robot use reinforc learn articl concern gait synthesi problem hybrid robot case fourleg robot free wheel feet consid multipl criteria assum posit leg actuat time describ period function paramet determin use learn automata reinforc learn algorithm analysi robot morpholog use group similar leg decreas number actuat function must determin matlabsimulinksimmechan toolbox use simul robot gait simul robot respons evalu reinforc learn algorithm consid robot frontal speed smooth robot movement largest torqu requir leg actuat robot energi consumpt reinforc learn algorithm converg good solut appli real robot built use bioloid comprehens kit educ robot kit manufactur robot respons simul real robot compar shown similar cp Instituto Tecnologico de Aeronautica 9th Annual IEEE International Systems Conference, SysCon 2015 - Proceedings Conference Proceeding 0"
10.1109/ICRA.2015.7140055,cp,CasaÃ± G.,Universidad Jaume I,Proceedings - IEEE International Conference on Robotics and Automation,Conference Proceeding,,0,run robot program network initi bring exist remot robot laboratori new dimens ad flexibl power write ros code internet browser run remot robot singl click code execut robot server full speed ie without communic delay output process return back built upon robot web tool run work outofthebox rosbas robot simul paper present core function run context weben ros system possibl remot educ train experiment simul real robot integr tool noodl environ creat program cours make open research student httprobotprogramminguji,rosbas onlin robot program remot educ train,CasaÃ± G. rosbas onlin robot program remot educ train run robot program network initi bring exist remot robot laboratori new dimens ad flexibl power write ros code internet browser run remot robot singl click code execut robot server full speed ie without communic delay output process return back built upon robot web tool run work outofthebox rosbas robot simul paper present core function run context weben ros system possibl remot educ train experiment simul real robot integr tool noodl environ creat program cours make open research student httprobotprogramminguji cp Universidad Jaume I Proceedings - IEEE International Conference on Robotics and Automation Conference Proceeding 0
10.1109/ICARA.2015.7081175,cp,Kumar R.,University of the South Pacific,"ICARA 2015 - Proceedings of the 2015 6th International Conference on Automation, Robotics and Applications",Conference Proceeding,,0,paper present cinemat analysi scorbot u robot arm use multilay feedforward mff neural network scorbot u of vertic articul educ robot revolut joint denavithartenberg geometr method forward cinemat algorithm use generat data train neural network learn forwardinvers map enabl invers cinemat solut found algorithm test hardwar scorbot u reliabl result obtain model simul done use matlab softwar,invers kinemat solut trajectori track use artifici neural network scorbot ru,"Kumar R. invers kinemat solut trajectori track use artifici neural network scorbot ru paper present cinemat analysi scorbot u robot arm use multilay feedforward mff neural network scorbot u of vertic articul educ robot revolut joint denavithartenberg geometr method forward cinemat algorithm use generat data train neural network learn forwardinvers map enabl invers cinemat solut found algorithm test hardwar scorbot u reliabl result obtain model simul done use matlab softwar cp University of the South Pacific ICARA 2015 - Proceedings of the 2015 6th International Conference on Automation, Robotics and Applications Conference Proceeding 0"
10.1002/cae.21615,ar,Gil A.,Universidad Miguel Hernandez de Elche,Computer Applications in Engineering Education,Journal,,0,paper present new toolbox focuss teach robot manipul librari work matlab design strengthen theoret concept explain theori lectur educ approach focuss teach main concept develop math model simul order toolbox aim fulfil set practic session allow student test concept introductori cours robot manipul addit librari possess featur typic need usag proprietari softwar visual realist d represent commerci robot arm program arm industri languag practic includ concept direct invers kinemat invers direct dynam path plan robot program transvers practic session student ask choos integr new robot arm librari propos particular solut direct invers cinemat problem well inclus import paramet librari deploy last year bachelor master studi receiv nice accept final librari assess term use design usag mean student survey addit survey design establish relat student percept system time spent tool learn achiev riley period inc comput appli eng edu view articl onlin wileyonlinelibrarycomjournalca doi cae,develop deploy new robot toolbox educ,Gil A. develop deploy new robot toolbox educ paper present new toolbox focuss teach robot manipul librari work matlab design strengthen theoret concept explain theori lectur educ approach focuss teach main concept develop math model simul order toolbox aim fulfil set practic session allow student test concept introductori cours robot manipul addit librari possess featur typic need usag proprietari softwar visual realist d represent commerci robot arm program arm industri languag practic includ concept direct invers kinemat invers direct dynam path plan robot program transvers practic session student ask choos integr new robot arm librari propos particular solut direct invers cinemat problem well inclus import paramet librari deploy last year bachelor master studi receiv nice accept final librari assess term use design usag mean student survey addit survey design establish relat student percept system time spent tool learn achiev riley period inc comput appli eng edu view articl onlin wileyonlinelibrarycomjournalca doi cae ar Universidad Miguel Hernandez de Elche Computer Applications in Engineering Education Journal 0
10.1108/IR-12-2014-0442,ar,Krupke D.,UniversitÃ¤t Hamburg,Industrial Robot,Journal,,0,purpos paper aim present design modular robot print technolog designmethodologyapproach robot consist number autonom modul coupl magnet interfac modul combin print mechan part wide avail standard electron compon includ microcontrol singl serv actuat mechan electr connect provid singl set magnet appli physic forc modul time serv wire power communic find pmr fullfeatur robot devic well integr simul framework capabl execut common locomot pattern still extrem afford approxim modul furthermor design easi extend replic research educ group originalityvalu paper explor novel approach connect devic complex way util simpl magnet part second focus lie concept close integr simul hardwar develop blur edg digit physic word,printabl modular robot applic rapid prototyp flexibl robot design,Krupke D. printabl modular robot applic rapid prototyp flexibl robot design purpos paper aim present design modular robot print technolog designmethodologyapproach robot consist number autonom modul coupl magnet interfac modul combin print mechan part wide avail standard electron compon includ microcontrol singl serv actuat mechan electr connect provid singl set magnet appli physic forc modul time serv wire power communic find pmr fullfeatur robot devic well integr simul framework capabl execut common locomot pattern still extrem afford approxim modul furthermor design easi extend replic research educ group originalityvalu paper explor novel approach connect devic complex way util simpl magnet part second focus lie concept close integr simul hardwar develop blur edg digit physic word ar UniversitÃ¤t Hamburg Industrial Robot Journal 0
10.1002/cae.21572,ar,Zhang Y.,Nanyang Technological University,Computer Applications in Engineering Education,Journal,,0,web platform call proteus httpwwwvisualphysicsnetpweb develop team nanyang technolog univers platform design educ academ research free use provid place student educ academ research easili creat share comput model physic system describ use modelica nonproprietari objectori equationbas languag physic system model come webbas graphic model simul tool call proteusgwt httpwwwvisualphysicsnetproteusgwt proteusgwt webbas use intuit graphic componentori approach model physic system span multipl domain includ system contain mechan hydraul thermal control electr electron electr power processori subcompon synthes stateoftheart web technolog eg html gwt cloud comput comput method physic system model simul creat comput environ wide deploy scalabl googl web toolkit gwt develop toolkit googl build optim complex webbas applic allow develop creat maintain complex javascript applic java languag proteus allow anyon comput browseren devic abl use it henc anyon contribut comput model physic system platform platform grow could turn onlin interact repositori kind physic system model exampl student may examin complet comput model motorcycl refriger burglar alarm robot arm learn work could run simul modifi model creat new design share other noth quit like current internet riley period inc comput appli eng edu view articl onlin wileyonlinelibrarycomjournalca doi cae,knowledgebas web platform collabor physic system model simul,Zhang Y. knowledgebas web platform collabor physic system model simul web platform call proteus httpwwwvisualphysicsnetpweb develop team nanyang technolog univers platform design educ academ research free use provid place student educ academ research easili creat share comput model physic system describ use modelica nonproprietari objectori equationbas languag physic system model come webbas graphic model simul tool call proteusgwt httpwwwvisualphysicsnetproteusgwt proteusgwt webbas use intuit graphic componentori approach model physic system span multipl domain includ system contain mechan hydraul thermal control electr electron electr power processori subcompon synthes stateoftheart web technolog eg html gwt cloud comput comput method physic system model simul creat comput environ wide deploy scalabl googl web toolkit gwt develop toolkit googl build optim complex webbas applic allow develop creat maintain complex javascript applic java languag proteus allow anyon comput browseren devic abl use it henc anyon contribut comput model physic system platform platform grow could turn onlin interact repositori kind physic system model exampl student may examin complet comput model motorcycl refriger burglar alarm robot arm learn work could run simul modifi model creat new design share other noth quit like current internet riley period inc comput appli eng edu view articl onlin wileyonlinelibrarycomjournalca doi cae ar Nanyang Technological University Computer Applications in Engineering Education Journal 0
10.5772/58893,ar,Zakaria N.,Shibaura Institute of Technology,International Journal of Advanced Robotic Systems,Journal,,0,robot contribut invent rehabilit devic also enhanc qualiti medic educ recent year use patient simul parttask trainer medic educ field brought meaning improv train medic practition nevertheless context therapi train upper limb disord traine therapist still engag direct patient gain experi rehabilit physic diseas work highfidel parttask trainer abl reproduc stiff spastic rigid symptom upper limb observ poststrok patient parkinson diseas patient develop base evalu carri two experienc therapist develop parttask trainer abl simul differ patient case help traine therapist gain preclin experi safe intuit learn environ,emul upper limb disord therapi educ,Zakaria N. emul upper limb disord therapi educ robot contribut invent rehabilit devic also enhanc qualiti medic educ recent year use patient simul parttask trainer medic educ field brought meaning improv train medic practition nevertheless context therapi train upper limb disord traine therapist still engag direct patient gain experi rehabilit physic diseas work highfidel parttask trainer abl reproduc stiff spastic rigid symptom upper limb observ poststrok patient parkinson diseas patient develop base evalu carri two experienc therapist develop parttask trainer abl simul differ patient case help traine therapist gain preclin experi safe intuit learn environ ar Shibaura Institute of Technology International Journal of Advanced Robotic Systems Journal 0
