doi,subtype,creator,affilname,publicationName,aggregationType,include?,proc_pubmed_id,proc_abstract,proc_title
10.1109/EDUCON.2016.7474683,cp,Hughes J.,University of Cambridge,"IEEE Global Engineering Education Conference, EDUCON",Conference Proceeding,,0,physic comput robot particular excel tool use help student understand mani aspect engin comput scienc howev obtain use suitabl kit hardwar involv signific financi outlaw school addit maintain store use physic hardwar present mani practic problem teacher factor combin creat signific entri barrier especi teacher previous use robot may lack confid motiv use physic comput teach aid robot simul provid good altern provid experi mani benefit work robot gain low cost use comput alreadi avail school softwar platform meet need cospac rescu creat singapor polytechn educ tool provid simul platform robocupjunior platform allow student experi event driven program develop search strategi find deposit colour object whilst avoid obstacl trap cospac introduc uk coincid introduct new compulsori nation comput curriculum england approach use introduc cospac school relev cospac new curriculum england present paper four team repres uk intern robocupjunior competit uk nation competit third year alreadi attract compet team school make use cospac platform nationwid,robot rescu simul comput teach uk case studi
10.1002/cae.21716,ar,Ãulha D.,ASELSAN A.Å.,Computer Applications in Engineering Education,Journal,,0,softwar engin mean appli engin principl softwar develop way agil softwar engin mean appli agil approach softwar engin softwar engin cours tri teach softwar develop life cycl use projectbas approach also endeavor includ real life issu softwar engin cours moreov struggl teach teamwork softwar develop requir real life softwar develop robot educ competitionbas learn effici use year competit organ team realworld issu simul them work competitionbas learn approach appli agil softwar engin cours increas effici teach softwar engin result approach present realworld issu agil softwar develop simul use competitionbas set riley period inc comput appli eng edu view articl onlin wileyonlinelibrarycomjournalca doi cae,appli competitionbas learn agil softwar engin
10.1145/2904081.2904085,cp,Kozma V.,The Royal Institute of Technology (KTH),ACM International Conference Proceeding Series,Conference Proceeding,,0,equationbas objectori too model simul techniqu last decad gain signific attent academia industri one key properti too languag modular differ compon develop independ connect togeth form complet causal model howev extens model without explicit model valid togeth real physic system result incorrect assumpt fals conclus particular educ research set vital student experi equationbas model real system model workinprogress paper present physic experiment robot arm platform design teach research similar too model robot arm modular mean part reconfigur compos togeth various set use differ experi platform complet open sourc electron schemat cad model d print control softwar compon specif avail github vision form communiti new open sourc compon continu ad enabl open freeli avail physic experiment platform too languag,moral modular robot arm platform teach experi equationbas model languag
10.1109/HRI.2016.7451729,cp,Boccanfuso L.,Yale Child Study Center,ACM/IEEE International Conference on Human-Robot Interaction,Conference Proceeding,,0,robot often employ proactiv engag children autism spectrum disord asd welldefin physic social activ promot specif educ therapeut outcom howev much also learn leverag robot uniqu abil object deliv stimuli consist repeat way record childrobot interact may indic development abil autism sever popul studi elicit affect respons emotionsimul robot record childrobot interact childoth interact robot emot state research make two key contribut first analyz childrobot interact affect respons emotionsimul robot explor differ respons typic develop children children autism spectrum disord asd next character play affect respons connect sever autism symptom use autism diagnost observ schedul add calibr sever score preliminari work deliv novel robust roboten techniqu differenti childrobot interact group young children asd n group typic develop children n character withingroup differ play affect respons may associ symptom autism sever,emot robot examin differ play pattern affect respons children without asd
10.1017/S0263574714001866,ar,Torres-Torriti M.,Pontificia Universidad CatÃ³lica de Chile,Robotica,Journal,,0,robot simul becom essenti tool research educ design purpos various softwar tool mobil robot simul develop reach differ level matur recent year paper present general survey mobil robot simul tool discuss qualit quantit aspect select four major simul public avail cost carmen playerstagegazebo open dynam engin microsoft robot develop studio comparison simul aim establish rang applic best suit well accuraci certain simul task simul chosen detail comparison select consid level matur modular popular among engin research qualit comparison includ discuss relev featur quantit analysi entail develop detail dynam model mobil robot road vari slope model use benchmark compar accuraci simul valid simul result also contrast measur obtain experi real robot research analysi valuabl educ engin research alway seek adequ tool simul autonom mobil robot,survey compar studi free simul softwar mobil robot
10.1109/RED-UAS.2015.7441019,cp,Makarov M.,Laboratoire des Signaux et SystÃ¨mes,"2015 Workshop on Research, Education and Development of Unmanned Aerial Systems, RED-UAS 2015",Conference Proceeding,,0,context radar applic use small uav unman aerial vehicl paper focus dynam model analysi octorotor view control design part research educ project aim design vol vertic takeoff land fli robot embed radar system paper present complet multivari nonlinear model rigid bodi motion commerci avail octorotor fulli parametr consid geometri mass properti octorotor load model complet take account effect air drag due friction drone air meet control object radar applic pid proport integr deriv control altitud attitud control linear quadrat control trajectori track design propos control law valid simul result exhibit effect perform,octorotor uav radar applic model analysi control design
10.1007/s40593-015-0055-y,ar,Kim Y.,Utah State University,International Journal of Artificial Intelligence in Education,Journal,,0,paper review contribut origin work titl simul instruct role pedagog agent publish intern journal artifici intellig educ taylor kim comput human behavior origin work operation three instruct role simul pedagog agent demonstr effect agent role learn motiv sinc public work pedagog agent research expand scope provis intellig guidanc broad interest agent social affect support learner discuss current progress pedagog agent role capabl specul futur agent role design expect optim role artifici be includ onscreen agent robot continu interest educ technolog communiti technolog continu evolv,researchbas design pedagog agent role review progress recommend
10.1109/SII.2015.7404971,cp,Babu D.,Tohoku University,"2015 IEEE/SICE International Symposium on System Integration, SII 2015",Conference Proceeding,,0,user interact recent smartphon tablet visual rich poor sens touch thus fulli immers propos hellohapticworld haptic educ kit use variabl friction pad virtual simul haptic sensat teleoper robot onto fingertip user kit contain mobil robot control pad reconfigur field consist obstacl road slope differ size shape frequenc amplitud signal modul repres slope distanc inform psychophys analysi adult subject signal excit haptic feedback conduct use method constant stimuli base sinusoid waveform render select haptic slope distanc render method magnitud estim confus matrix analysi use evalu linear haptic obstacl percept discrimin haptic slope percept respect result show slope discrimin linear obstacl percept robot teleoper use hellohapticworld,hellohapticworld haptic educ kit interact robot
10.1109/LARS-SBR.2015.16,cp,Martins F.,Hanze University of Applied Sciences;Science and Technology of EspÃ­rito Santo,"Proceedings - 12th LARS Latin American Robotics Symposium and 3rd SBR Brazilian Robotics Symposium, LARS-SBR 2015 - Part of the Robotics Conferences 2015",Conference Proceeding,,0,use robot educ tool provid stimul environ student robot competit focus primari secondari school age children serv motiv factor student get involv educ robot activ competit student requir deal robot design construct program although appeal mani student can not particip robot competit can not afford robot kit school necessari equip sever student access educ robot especi develop countri minim problem contribut educ equal present propos new leagu robot competit junior soccer simul leagu ss leagu student program virtual robot similar way would program real one hardwar involv cost low particip concentr softwar develop robot intellig improv final soccer popular sport world believ ss strong motiv student get involv robot paper present simul develop ross discuss idea adopt junior soccer simul competit,junior soccer simul provid primari secondari student access educ robot
10.1007/978-3-319-26054-9_2,ar,Bihlmaier A.,Karlsruhe Institute of Technology,Studies in Computational Intelligence,Book Series,,0,enhanc teach robot hanson activ clear benefici yet time resourc higher educ scarc apart lack supervisor often enough robot avail undergradu teach robot simul viabl substitut task often real world interact engag tutori chapter present hanson introduct ros requir hardwar like alreadi avail cost instead start theoret high artifici exampl basic idea work along tangibl one exampl suppos obvious relat whatev real robot system knowledg transfer afterward time introduct cover import aspect ros sensor transform robot model simul motion plan actuat control cours one chapter can not cover subsystem depth rather aim provid big pictur ros coher hanson manner mani pointer indepth inform tutori written ros indigo run ubuntu trust accompani sourc code repositori avail httpsgithubcomandreasbihlmaierholoruch,hanson learn ros use common hardwar
10.1109/ICBL.2015.7387635,cp,Crespo R.,Tecnologico de Monterrey,"Proceedings of 2015 International Conference on Interactive Collaborative and Blended Learning, ICBL 2015",Conference Proceeding,,0,overal purpos project test impact potenti benefit virtual realiti technolog creat virtual simul oper mitsubishi movemast rm robot project aim propos educ innov increas student interact robot featur insid virtual environ develop use game engin uniti oculus rift headset virtual visual use virtual simul site oper time decreas main allow offlin program equip also allow univers without limit industri machineri provid student way learn practic industri autom robot simul topic without inconveni virtual simul design decreas student learn curv display complet virtual environ tridimension model robot arm visual program accord real model paramet specif,virtual realiti simul robot learn
10.1109/REM.2015.7380406,cp,Zwiers U.,Fachhochschule Bochum,"16th International Conference on Research and Education in Mechatronics, REM 2015 - Proceedings",Conference Proceeding,,0,paper model wheel invert pendulum system revisit mobil robot wide use research educ explor exemplifi control inher unstabl underactu system despit numer studi field mani author appar fail deriv model equat adequ shown mean dynam model planar wheelrod system focuss correct handl drive torqu model develop use newtonian lagrangian mechan approach final result nonlinear model compar model common found literatur numer simul paper highlight widespread misconcept model mechan system name differ appli reaction forc torqu respect suggest demonstr way teach particular issu undergradu graduat cours engin mechan,model wheel invert pendulum system
10.1109/ICTAI.2015.161,cp,PoikselkÃ¤ K.,Oulun Yliopisto,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",Conference Proceeding,,0,paper studi lego nxt platform suitabl evolutionari robot shown lowcost lego nxt educ set inde adequ simpl experi evolutionari robot demonstr experi artifici neural networkbas control capabl behav meaning lego sumo wrestl context evolv physic lego nxt robot without aid simul detail descript experi provid practic aspect actual conduct evolutionari robot platform studi earlier research suggest use evolutionari robot educ could provid good concret exampl principl mechan evolut research describ util standard lego nxt educ kit make conduct experi possibl wide audienc author knowledg first time nonsimul lego nxt use conduct artifici neural networkbas evolutionari robot,evolutionari robot lego nxt platform
10.1007/978-81-322-2740-3_64,ar,Navaraja A.,Indian Institute of Technology Kharagpur,Lecture Notes in Mechanical Engineering,Book Series,,0,paper describ web base virtual laboratori develop facilit learn robot kinemat control simul onlin control wellknown robot realtim vision feedback system web base selflearn content tool use engin educ graduat research scholar use java server page jsp amp python provid standard robust platform client environ websit primarili address deliveri basic concept robot kinemat,web base simul remot trigger laboratori robot
10.1007/s10846-015-0201-7,ar,Cervera E.,Universidad Jaume I,Journal of Intelligent and Robotic Systems: Theory and Applications,Journal,,0,robot program network run initi creat network robot educ laboratori remot program capabl consist onlin open cours materi onlin server readi execut test program written remot student onlin materi includ introductori cours modul robot program mobil robot humanoid aim learn basic concept scienc technolog engin mathemat stem advanc program skill student access onlin server host submit run program code fli host run varieti robot simul environ access real robot also grant upon success achiev cours modul learn materi provid stepbystep guidanc solv problem increas level difficulti skill test challeng given check success onlin competit schedul addit motiv fun use standard robot middlewar ros allow system extend larg number robot platform connect exist telelaboratori build larg social network onlin teach robot,robot program network
10.1177/1541931213601138,cp,Yovanoff M.,Pennsylvania State University,Proceedings of the Human Factors and Ergonomics Society,Conference Proceeding,,0,virtual simul emerg field medic educ research suggest simul reduc complic rate improv learn gain medic resid one benefit simul allow realist dynam patient anatomi potenti use throughout medic educ studi explor impact dynam haptic simul medic train light research void studi develop examin dynamichapt robot trainer dirt impact medic student selfefficaci skill gain compar tradit simul develop train student intern jugular central venous cathet ij cvc placement studi conduct third year medic student prior cvc insert experi underw protest simul train manikin robot mix posttest result reveal dirt use method train cvc skill support research dynam haptic trainer medic educ,improv medic educ simul chang patient anatomi use dynam haptic feedback
10.1117/12.2243355,cp,Raicu G.,Universitatea Maritima din Constanta,Proceedings of SPIE - The International Society for Optical Engineering,Conference Proceeding,,0,paper present cloud comput environ network principl method graphic develop realist naval simul naval robot virtual interact aim approach achiev good simul qualiti larg network environ use open sourc solut design educ purpos realist render maritim environ requir near realtim framework enhanc comput capabl distanc interact navig concept coupl last achiev virtual augment realiti enhanc overal experi lead new develop innov deal multiprocess situat use advanc technolog distribut applic use remot ship scenario autom ship oper,environ onlin maritim simul cloud comput capabl
10.1541/ieejeiss.136.1574,ar,Yamaguchi Y.,Saga University,"IEEJ Transactions on Electronics, Information and Systems",Journal,,0,studi author develop wind power solar power facil simul micro grid system educ wind power simul system adopt squirrelcag type threephas induct motor generat rotat speed threephas induct motor control anoth invert fed motor simul wind power facil abl measur generat power rotat speed solar power simul system adopt robot arm light bulb attach robot arm control follow orbit sun solar power simul similar facil abl measur generat power,develop remot generat experi system toward simul micro grid system electr power educ
10.1007/978-3-319-49815-7_4,cp,Nogueira S.,Universidade Federal Rural de Pernambuco,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,,0,virtual robot program environ provid visual interfac program simul educ robot nowaday simul way assess robot behaviour insid environ approach support automat analysi correct robot program paper introduc automat approach verifi robot program written educ program languag robot give semant robot program set csp process algebra automat verifi properti program use for refin checker verif approach defin consid program exercis propos literatur educ robot illustr approach use sampl program written robot discuss integr approach educ tool,approach verifi educ robot
10.1016/j.ifacol.2016.07.155,ar,Casini M.,UniversitÃ  degli Studi di Siena,IFAC-PapersOnLine,Journal,,0,paper describ matlab simul mobil robot experi call mar tool allow simul team robot structur unstructur environ sever kind experi perform rang singl multirobot cooper competit task use central distribut control robot may equip virtual sensor detect obstacl environ project main intend educ aim thank use matlab languag allow student easili design control law team robot simul behavior suitabl anim,mar matlab simul mobil robot experi
10.1016/j.ifacol.2016.07.188,ar,PeidrÃ³ A.,Universidad Miguel Hernandez de Elche,IFAC-PapersOnLine,Journal,,0,paper present educ simul tool analyz kinemat dynam control rprpr planar parallel robot tool intuit allow robot student simul forward invers cinemat problem robot visual evolut solut forward kinemat complex space tool also allow student studi relat singular design robot analyz differ method chang differ assembl mode,simul tool studi kinemat control rprpr parallel robot
10.1016/j.ifacol.2016.07.200,ar,KalÃºz M.,Slovak University of Technology in Bratislava,IFAC-PapersOnLine,Journal,,0,paper present develop educ applic robot traffic simul setup present work consist ten laboratoryscal vehicl design simul various traffic situat well evalu advanc control scenario control traffic fluenci congest movement vehicl group acceler break obstacl avoid situat known everyday traffic paper describ technic realize simul hardwar softwar point view moreov applic solut discuss various situat solv educ well scientif matter educ valu develop traffic simul demonstr case studi optim control strategi use model predict control design evalu master degre student,robot traffic simul teach advanc control method
10.1016/j.ifacol.2016.07.194,ar,Shavetov S.,"Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",IFAC-PapersOnLine,Journal,,0,articl devot problem train student new challeng techniqu technolog actual perspect problem control via internet consid uniqu arena robodrom built studi remot network control algorithm onlin game game avail url httprobodromnet involv student educ process demonstr efficaci studi algorithm mobil robot base lego mindstorm nxt chosen plant consecut compensatori consid one studi control approach simul experiment result shown,advanc educ tool remot control studi
10.1007/978-3-319-47247-8_6,cp,Martins F.,IFES - Federal Institute of Education,Communications in Computer and Information Science,Book Series,,0,use robot educ tool provid stimul environ student robot competit focus primari secondari school age children serv motiv student get involv educ robot activ although appeal mani student can not particip robot competit can not afford robot kit henc sever student access educ robot especi develop countri minim problem contribut educ equal creat ross robot soccer simul student program virtual robot similar way would program real one chapter explain technic detail ross discuss implement new leagu robot competit junior soccer simul leagu ss soccer popular sport world believ ss strong motiv student get involv robot,ross free opensourc robot soccer simul educ robot
10.1155/2016/5914706,ar,Casini M.,UniversitÃ  degli Studi di Siena,Modelling and Simulation in Engineering,Journal,,0,undergradu robot student often find difficult design valid control algorithm team mobil robot main due two reason first rare educ laboratori equip larg team robot usual expens bulki difficult manag maintain second robot simul often requir student spend much time learn use function purpos simul multiag mobil robot name mar develop within matlab environ aim help student simul wide varieti control algorithm easi way without spend time understand new languag facil user abl simul multirobot team perform differ task cooper competit one use central distribut control virtual sensor provid simul real devic graphic user interfac allow student monitor robot behaviour onlin anim,mar educ environ multiag robot simul
10.1007/978-3-319-21290-6_25,cp,DrÄgoicea M.,University Politehnica of Bucharest,Advances in Intelligent Systems and Computing,Book Series,,0,paper describ specif perspect develop case studi relat educ robot propos framework intend support student learn develop distribut softwar applic function composit multiag approach use test bed case studi develop tri stress role applic develop platform creat rich simul give student possibl express goal clariti creat suitabl applic architectur achiev goal present roadmap describ three technolog teach technolog platform support distribut applic develop last section paper give structur specif case studi mobil robot along presag multiag platform,case studi educ robot serious game technolog teach technolog platform
10.1007/978-3-319-42417-0_21,cp,Passault G.,UniversitÃ© de Bordeaux,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,,0,paper describ optim approach leg locomot problem design softwar environ manipul parametr robot model environ platform develop futur experi educ robot purpos allow generat dynam model simul use physic engin experi made morpholog control optim describ environ propos simpl open loop generic control leg robot discuss experi made robot corpus use blackbox optim,optim morpholog locomot corpus parametr leg robot
10.1007/978-3-319-42417-0_39,cp,Cameron D.,The University of Sheffield,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Book Series,,0,express agent symbiot educ learn project explor humanrobot symbiot interact aim understand develop symbiosi longterm tutor interact final eas system built upon neurobiolog ground architectur distribut adapt control paper present design interact scenario support develop dac context synthet tutor assist humanoid robot capabl lifelin simul facial express interact children public set teach exercis energi discuss rang measur use explor children respons experi interact social express robot,design robot person humanrobot symbiot interact educ context
10.1007/978-81-322-2752-6_39,cp,Chitrao P.,Symbiosis Institute of Management Studies,Advances in Intelligent Systems and Computing,Book Series,,0,st c began mani profound technolog econom social transform improv quantiti qualiti inform result rapid advanc scienc engin today megabyt semiconductor memori afford common man one desktop comput equal comput current silicon valley st c high competit sector make thing faster cheaper smaller inform technolog connect everi part world also enabl develop major new technolog like autom knowledg work tool advanc robot d print progress revolution product transport energi commerc educ health certain result environment sustain product less wast product process also serious impact demograph equilibrium world effect countermeasur put place busi leader polici maker affect way busi done intermediari fast disappear busi pass benefit custom tomorrow inform technolog radic improv capac communic simul lead learn do joint experiment research move one pace everi wire person increas technolog increas risk natur man made threat also difficult adopt new attitud accept altern approach risk manag requir concert effort part individu busi polici maker paper analys st c scenario various measur need taken counter risk threat author conclud public opinion ensur emerg new technolog natur vest hand corpor giant har common good sustain develop research primarili base secondari sourc enrich primari investig method employ corpor govern nongovern bodi face challeng risk aris technolog emerg st centuri,st c new technolog pathway inclus sustain growth
10.5755/j01.eee.22.1.14094,ar,Ullah M.,COMSATS University Islamabad,Elektronika ir Elektrotechnika,Journal,,0,perform robot arm includ accuraci repeat reliabl accomplish task paramet turn function associ control law multidegre freedom of robot arm inher high nonlinear dynam demand sophist control law trivial control strategi fail cope disturb uncertainti common today plant paper present design simul physic implement nonlinear control techniqu variabl structur control vs of arm base deriv dynam model arm design control law simul conduct matlabsimulink control paramet tune optim respons various desir trajectori character track perform control law simul result valid implement law customdevelop novel autonom articul robot educ platform autarep coupl effect various joint robot also investig result research find potenti industri control robot manipul perform complex task doi httpdxdoiorgjee,nonlinear control law articul serial manipul simul augment hardwar implement
10.1007/978-3-319-27146-0_33,cp,Campos D.,"Institute for Systems and Computer Engineering, Technology and Science",Advances in Intelligent Systems and Computing,Book Series,,0,laser scanner wide use mobil robot local system despit enorm potenti use high price tag major drawback main lobbyist educ robot practition usual reduc budget paper present model simul hack neat xv laser scanner motiv fact low cost altern compar current avail laser scanner model hack neat xv laser scanner allow realist simul provid valuabl inform promot develop better design robot local system base sensor sensor simul develop use simtwo realist simul softwar support sever type robot,model simul hack neat xv laser scanner
10.1109/TICST.2015.7369370,cp,Rahmalianto D.,Universitas Islam Indonesia,"Proceedings 2015 International Conference on Science and Technology, TICST 2015",Conference Proceeding,,0,indonesian robot competit annual robot competit conduct indonesian minist educ one branch competit robot danc wherea robot danc accord indonesian tradit music aim studi make applic capabl recogn instrument especi gong javaness tradit music help futur develop robot danc simul instrument recognit recognit method use studi time domain frequenc domain furthermor pattern recognit also provid two version name realtim nonrealtim result studi applic recogn gong music evalu result show pattern recognit success recognis gong note time domain,gong note end later recognit robot danc
10.1142/S0218127415400349,ar,Gao W.,Yunnan Normal University,International Journal of Bifurcation and Chaos,Journal,,0,ontolog model knowledg represent storag extens applic pharmaceut social scienc chemistri biolog age big data construct concept often repres higherdimension data scholar thus spars learn techniqu introduc ontolog algorithm paper base altern direct augment lagrangian method present ontolog optim algorithm ontolog spars vector learn fast version ontolog technolog optim spars vector obtain iter procedur ontolog function obtain spars vector four simul experi show ontolog spars vector learn model higher precis ratio plant ontolog humanoid robot ontolog biolog ontolog physic educ ontolog data similar measur ontolog map applic,ontolog spars vector learn algorithm ontolog similar measur ontolog map via adam technolog
10.1109/ISBB.2015.7344962,cp,Gong J.,University of Virginia,"4th International Symposium on Bioelectronics and Bioinformatics, ISBB 2015",Conference Proceeding,,0,robot surgeri simul increas use educ sever surgic specialti howev surgic skill assess provid robot simul statist evalu stimulus input surgeon hand foot actuat ignor bodi movement postur critic surgic perform result perform assess surgic expert signific higher achiev novic surgic resid get meaning feedback improv skill order enhanc assess robot surgic skill employ inerti bodi sensor develop novel motion marker discoveri method determin differ motion pattern expert surgeon novic robot simul mimic technolog seattl wa wireless inerti bodi sensor node capabl degre freedom sens unobtrus attach subject left wrist right wrist right upper arm left ankl use measur motion task expert novic particip perform energi dissect task preliminari find suggest train inerti sensor node enhanc robot surgic train process limit amount time,motion marker discoveri inerti bodi sensor enhanc object assess robot surgic skill
10.1109/FUZZ-IEEE.2015.7337841,cp,Jimenez F.,Nagoya University,IEEE International Conference on Fuzzy Systems,Conference Proceeding,,0,robot technolog grow attent paid educationalsupport robot assist learn exampl educationalsupport robot may support student school life help learn languag howev user tend lose interest educationalsupport robot solv problem model emot express propos humanag interact studi model screen agent program express emot autonom proven effect interact agent human thus paper propos emot express model use educationalsupport robot use simul paper also investig number emot robot express,propos model emot express robot learn human
10.1145/2808580.2808611,cp,Silva M.,"Instituto PolitÃ©cnico do Porto, Instituto Superior de Engenharia",ACM International Conference Proceeding Series,Conference Proceeding,,0,present wit increas adopt industri robot predict dissemin distinct sector studi show lack peopl abl plan introduct equip manufactur environ oper incept lead need train undergradu oper program industri robot due portugues econom situat lack fund higher educ institut lead need find innov way teach subject bear idea mind sep began teach cours industri robot base achiev practic train use abb robotstudio abb robot robot simul softwar offlin program paper describ main result experi evalu cours made student attend cours result survey conduct student end cours show excel accept cours format achiev among good result achiev term knowledg acquisit allow author get student feedback order introduc improv cours,implement novel industri robot cours evalu student
10.20965/jrm.2015.p0496,ar,Telegenov K.,Nazarbayev University,Journal of Robotics and Mechatronics,Journal,,0,,preliminari design threefing underactu adapt end effector breakaway clutch mechan
10.1007/s11465-015-0351-0,ar,Gaona D.,Universidad San Francisco de Quito,Frontiers of Mechanical Engineering,Journal,,0,elast modulus deposit e obtain monitor temperatur t curvatur k onesid coat long plate name onedimension d deform model aim research design experiment setup prove whether d deform model scale complex geometri setup includ laser displac sensor mount robot arm capabl scan specimen surfac measur deform reproduc result verifi compar present result stoni brook univers laboratori result kt slope error less e estim error close valu reveal repeat experi sever sampl fabric aluminum substrat mc nanowir fe cr alloy deposit analyz compar finit element fe simul linear elast behavior d flat long plate d squar plate specimen heatingcool cycl demonstr high linear kt curv e valu approxim equal d d analys median ga standard deviat ga correspond experiment simul result d d specimen reveal deform thermal stress coat specimen predict regardless specimen geometri fe model use experiment valu e d exampl turbinebladeshap substrat present valid approach,elast modulus thermal stress coat heat cycl differ substrat shape
10.15866/ireme.v9i5.7070,ar,Castillo D.,Universidad Militar Nueva Granada,International Review of Mechanical Engineering,Journal,,0,develop virtual system brought mani innov educ medic field robot virtual realiti system use constant assist oper surgeri train advantag use system lie give greater precis surgeri thus decreas rehabilit time patient similar system provid secur comfort surgeon therefor focus paper tosimul anatom explor knee base arthroscop surgeri develop includ virtual model knee auxiliari system simul stereoscop vision oper research allow advanc medic explor recognit anatom element copyright prais worthi prize right reserv,virtual environ arthroscop surgeri d immers system
10.1145/2783449.2783475,cp,Sadanand R.,Indian Institute of Technology Delhi,ACM International Conference Proceeding Series,Conference Proceeding,,0,introductori level robot cours main compris topic like geometri kinemat dynam serialchain robot descript robot geometri use denavithartenberg paramet cinemat dynam analys requir advanc mathemat concept comput intens robot higher degreesoffreedom call use robot learn softwar would effect aid instructor explain concept lucid help student analyz mechan robot robot toolbox one common use softwar collect matlabbas function support various dedic mathemat oper requir mechan analysi robot roboanalyz anoth attempt toward goal focus learn robot concept physic robot motion paper integr virtual robot modul roboanalyz robot toolbox present multipl number industri robot model virtual robot modul act effect visual admin analysi perform use robot toolbox propos visual admin use softwar like matlab msexcel etc virtual robot modul allow improv visual easi simul industri robot model robot research educ,virtual robot modul effect visual tool robot toolbox
10.1145/2783449.2783474,cp,Ratan Sadanand O.,Indian Institute of Technology Delhi,ACM International Conference Proceeding Series,Conference Proceeding,,0,robot emerg research interest find place various applic industri automobil space robot health care etc thrust robot research result increas number cours introduc engin curriculum fundament concept robot mechan difficult visual use text book alon henc requir either physic robot simul softwar demonstr same effect robot educ achiev use serial robot visual softwar paper afford serial chain robot develop tab present along integr simul softwar name roboanalyz forward invers cinemat analys tab mini aristo robot implement roboanalyz softwar also present comprehens learn robot topic,cinemat analysi tab robot integr roboanalyz softwar
10.1007/s11465-015-0335-0,re,Ajwad S.A.,COMSATS University Islamabad,Frontiers of Mechanical Engineering,Journal,,0,press demand product accuraci today robot applic highlight urg replac classic control strategi modern control counterpart recent trend justifi fact robot manipul complex nonlinear dynam structur uncertain paramet highlight author research achiev domain manipul design control paper present systemat comprehens review stateoftheart control techniqu find enorm potenti control manipul execut cuttingedg applic particular three kind strategi ie intellig proportionalintegralderiv pid scheme robust control adapt base approach review futur trend subject area comment opensourc simul facilit control design also tabul comprehens list refer anticip review act firsthand refer research engin industrialintern realiz control law multidegre freedom of manipul,systemat review current emerg manipul control approach
10.5772/60084,ar,Gil A.,Universidad Miguel Hernandez de Elche,International Journal of Advanced Robotic Systems,Journal,,0,paper present multirobot explor tool mrt freeli avail httparvcumhesmrxt new mobil robot simul tool whose aim experi understand wellknown multirobot explor algorithm applic design test compar differ multirobot explor algorithm well slam techniqu applic includ wide rang explor algorithm differ level coordin integr slam algorithm tool focus describ explor problem simpl manner use educ research purpos comparison simul tool mrt first applic complet focus explor problem easili employ understand interact mani issu regard general problem mobil robot furthermor paper describ exampl use tool,mrt multirobot explor tool
10.1145/2701973.2702035,cp,Novikova J.,University of Bath,ACM/IEEE International Conference on Human-Robot Interaction,Conference Proceeding,,0,paper describ project explor opensourc enhanc robot simul sigvers toward research social humanrobot interact research high level social humanrobot interact system includ collabor emot intercommun peopl robot requir big amount data base embodi interact experi howev cost develop real robot perform mani experi high anoth hand virtual robot simul limit term interact simul robot real peopl thus propos use enhanc humanrobot interact simul sigvers enabl user join virtual world occupi simul robot immers user interfac paper describ collabor humanrobot interact task virtual human agent control remot human subject interact automat virtual robot implement artifici emot reaction project set first step explor potenti use enhanc humanrobot interact simul build social interact robot serv educ team build collabor task solv applic,model humanrobot collabor simul environ
10.15302/J-ENG-2015011,ar,Li Z.,National University of Singapore;Chinese University of Hong Kong,Engineering,Journal,,0,paper novel flexibl robot system constrain tendondriven serpentin manipul cts present cts give robot larger workspac dexter manipul control stiff compar da vinc surgic robot tradit flexibl robot robot teleoper use novin falcon haptic devic two control mode implement direct map increment mode mode robot manipul use either highest stiff scheme minim movement scheme advantag cts shown simul experiment result,novel teleoper flexibl robot target minim invas robot surgeri
10.1109/RIISS.2014.7009172,cp,Hashimoto T.,The University of Electro-Communications,"IEEE SSCI 2014: 2014 IEEE Symposium Series on Computational Intelligence - RiiSS 2014: 2014 IEEE Symposium on Robotic Intelligence in Informationally Structured Space, Proceedings",Conference Proceeding,,0,paper introduc psychiatr patient robot use medic interview train psychiatr educ patient robot develop base android robot technolog medic interview train psychiatr field general conduct employ human simul standard patient sp train reproduc set symptom intend mental disord veteran psychiatrist use healthi person sp problem mental burden timeconsum lack human resourc forth contrast merit use patient robot offer standard reproduc interview train psychiatr traine furthermor expect psychiatr traine abl experi realist medic interview face real human sp take advantag characterist android robot first step patient robot particular design simul set symptom unipolar depress common mental disord worldwid interview scenario question answer process interview patient robot prepar base structur interview guid hamilton depress rate scale sight wide use interview train clinic studi medic interview train patient robot introduc actual psychiatr educ eight student particip evalu educ effect,medic interview train use depress patient robot psychiatr educ
